bonica.rid,X,cycle,election,Cand.ID,Name,Party,State,seat,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
cand58586,80850,2002,IA2002,IA4864,"BERRY, DEBORAH L",100,IA,state:lower,IA-22,-0.66403569,0,-16.2010447,66.2010447,66.2,NA,0,7.66,0.164,0.266304348,0,1,0.4854,2,1,46.67313766,0,23663,0,12364,9.422544303,3668,8.207674424,7935,8.979164649,0,0,2440.75,7.800470274,1498.14,7.312646889,1,12364,9.422544303,F
cand58587,93317,2004,IA2004,IA4865,"WINCKLER, CINDY",100,IA,state:lower,IA-86,-1.003742682,0,-13.8927536,63.8927536,63.9,NA,0,10.779,0.164,0.206060606,0,1,0.4923,2,1,63.05089951,1,31515,1,14489,9.58114502,6040,8.70632484,6410,8.765770544,298,5.700443573,3304.72,8.10340958,3165.3,8.060318993,0.811663212,17851,9.789814808,F
cand58587,116410,2008,IA2008,IA4865,"WINCKLER, CINDY L",100,IA,state:lower,IA-86,-1.003742682,0,-19.40535604,69.40535604,69.4,NA,0,11.015,0.164,0.252941176,0,1,0.5393,2,1,71.95618439,1,17851,1,18283,9.813726945,5851,8.674538762,11460,9.346705246,200,5.303304908,3606.12,8.190664949,2395,7.781555959,0.41524904,44029,10.69260379,F
cand58589,106952,2006,IA2006,IA4867,"HOGG, ROBERT M",100,IA,state:upper,IA-19,-1.053815553,1,9.212017059,40.78798294,40.8,NA,0,23.833,0.164,0.142857143,0,0,0.4923,2,1,42.88825226,1,265716,0,42968,10.66821093,20255,9.916206325,22206,10.00816283,0,0,12019.26,9.394348838,8675,9.068315872,1,42968,10.66821093,M
cand58595,106924,2006,IA2006,IA7793,"MILLER, LINDA J",200,IA,state:lower,IA-82,0.838797332,0,-17.69876862,67.69876862,67.7,NA,1,10.238,0.164,0.264516129,0,1,0.4923,2,1,0,0,5175,0,42911,10.66688348,18005,9.798460315,24580,10.10972907,0,0,13545,9.51384658,4385,8.386172929,1,42911,10.66688348,F
cand58599,120809,2008,IA2008,IA7832,"SCHULTE, RENEE",200,IA,state:lower,IA-37,0.917323281,0,-0.037696838,50.03769684,50.25,0,1,17.243,0.164,0.252941176,0,1,0.5393,2,1,51.45314026,0,490926,0,159745,11.98133407,62355,11.04061518,48457,10.78845272,43831,10.68811942,52868.5,10.87558189,9189,9.125871215,0.683208164,233816,12.36228976,F
cand58600,107028,2006,IA2006,IA7854,"WINDSCHITL, MATT W",200,IA,state:lower,IA-56,0.92437589,1,2.953655243,47.04634476,47,NA,1,9.429,0.164,0.264516129,0,1,0.4923,2,1,43.92168045,0,24974,0,45297,10.72099608,11193,9.323133199,26578,10.18787671,7476,8.919586921,8587.8,9.058214308,1325,7.189922171,0.847988468,53417,10.88588433,M
cand58601,106843,2006,IA2006,IA7865,"APPEL, STACI",100,IA,state:upper,IA-37,-1.104354468,0,-1.551322937,51.55132294,51.6,0,0,24.882,0.164,0.142857143,0,0,0.4923,2,0,46.69245148,0,186736,0,574867,13.26189399,122361,11.71473914,78111,11.26589897,371705,12.8258585,81269.78,11.30554182,42765.54,10.6635113,0.688250816,835258,13.63549594,F
cand58603,106983,2006,IA2006,IA7868,"SCHMITZ, BECKY",100,IA,state:upper,IA-45,-1.306662358,0,-0.447906494,50.44790649,50.4,0,0,20.54,0.164,0.142857143,0,0,0.4923,2,0,46.69048309,0,278451,0,497273,13.11689445,58718,10.98051863,65105,11.08377199,362931,12.80197077,33892.04,10.43096496,34597.88,10.45157659,0.695323337,715168,13.48027276,F
cand58604,116290,2008,IA2008,IA7869,"KELLEY, DORIS J",100,IA,state:lower,IA-20,-0.281620206,0,-8.032554626,58.03255463,58,NA,0,16.956,0.164,0.252941176,0,1,0.5393,2,0,51.61500168,1,460744,1,132819,11.79674258,55761,10.92884791,76160,11.2406048,0,0,43340.27,10.67686058,13018.85,9.474230395,0.424444913,312924,12.65371563,F
cand58604,107037,2006,IA2006,IA7869,"KELLEY, DORIS J",100,IA,state:lower,IA-20,-0.281620206,0,-1.615001678,51.61500168,51.6,0,0,12.291,0.164,0.264516129,0,1,0.4923,2,1,43.20568085,0,116246,0,114081,11.644664,37081,10.52088696,57177,10.95392449,15763,9.665484138,27757.66,10.23130314,8423.22,9.038866169,0.634068664,179919,12.10026203,F
cand58606,107027,2006,IA2006,IA7872,"WIENCEK, TAMI",200,IA,state:lower,IA-21,0.973477486,0,-1.60111618,51.60111618,51.6,0,1,9.306,0.164,0.264516129,0,1,0.4923,2,0,60.91883087,0,39789,0,116484,11.6655092,34345,10.44424084,33475,10.41858404,43759,10.68647544,25505,10.146669,6055,8.708804795,0.667977957,174383,12.06900931,F
cand58609,107050,2006,IA2006,IA8060,"FORRISTALL, GREG",200,IA,state:lower,IA-98,0.82517446,1,13.0034523,36.9965477,37,NA,1,10.428,0.164,0.264516129,0,1,0.4923,2,1,35.55472946,1,28352,0,9467,9.155567346,1055,6.962243464,6800,8.824824939,600,6.398594935,1462,7.288244401,605,6.406879986,1,9467,9.155567346,M
cand58611,120821,2008,IA2008,IA8239,"WAGNER, NICK",200,IA,state:lower,IA-36,0.930602186,1,5.428218842,44.57178116,44.6,NA,1,19.371,0.164,0.252941176,0,1,0.5393,2,1,52.5773201,1,214742,0,33878,10.43052112,7770,8.958154135,25608,10.15069913,0,0,6940,8.845201135,250,5.525452939,1,33878,10.43052112,M
cand58615,107066,2006,IA2006,IA8886,"DEYOE, DAVE",200,IA,state:lower,IA-10,1.000620795,1,2.824859619,47.17514038,47.2,NA,1,12.036,0.164,0.264516129,0,1,0.4923,2,1,40.62173462,0,85923,0,143773,11.87599095,19784,9.892679354,28923,10.27242698,94691,11.4583848,14934.62,9.611504243,5100,8.537191878,0.946366862,151921,11.93111593,M
cand58615,116284,2008,IA2008,IA8886,"DEYOE, DAVE",200,IA,state:lower,IA-10,1.000620795,1,9.421222687,40.57877731,40.6,NA,1,15.55,0.164,0.252941176,0,1,0.5393,2,1,47.17514038,1,431824,0,64771,11.07861325,28583,10.2606024,29481,10.29153519,3245,8.085178748,18915,9.847763404,8018,8.989569005,0.595896775,108695,11.59630107,M
cand58623,120814,2008,IA2008,IA9433,"STECKMAN, SHARON",100,IA,state:lower,IA-13,-0.995305535,0,-7.172145844,57.17214584,57.2,NA,0,14.633,0.164,0.252941176,0,1,0.5393,2,1,43.59240723,0,111252,0,45493,10.72531375,15174,9.627404616,23119,10.04845332,6353,8.756839815,8995,9.104535313,6338.57,8.754566222,0.644440667,70593,11.16468627,F
cand58626,120793,2008,IA2008,IA9436,"ISENHART, CHARLES",100,IA,state:lower,IA-27,-0.966222803,1,14.90486145,35.09513855,35.1,NA,0,13.717,0.164,0.252941176,0,1,0.5393,2,1,72.99881744,1,23835,0,13768,9.530102338,14841,9.605216279,2425,7.79399909,300,5.707110265,5779.22,8.662197023,4918.6,8.500982505,1,13768,9.530102338,M
cand58628,121008,2008,IA2008,IA9438,"SWEENEY, ANNETTE",200,IA,state:lower,IA-44,1.038553798,0,-3.521530151,53.52153015,53.5,NA,1,14.028,0.164,0.252941176,0,1,0.5393,2,1,48.79801178,1,337821,0,71118,11.17209575,37030,10.51951068,21740,9.986955158,7009,8.85509298,24190,10.09373594,12772.44,9.455123294,0.92034734,77273,11.25509989,F
cand58666,47543,1994,ID1994,ID11829,"BOATRIGHT, CLYDE",200,ID,state:upper,ID-2,1.223434636,1,3.915084839,46.08491516,46.1,NA,1,11.494,0.11,0.309090909,0,0,0.2842,2,1,52.85334778,1,75491,1,41109,10.62398235,1950,7.576097341,22179,10.00694626,9900,9.200391041,7750,8.955577146,375,5.929589143,0.650520619,63194,11.05396464,M
cand58677,81148,2002,ID2002,ID12229,"BURKETT, MIKE",100,ID,state:upper,ID-19,-0.35427696,1,21.20982225,28.79017775,28.8,NA,0,15.151,0.11,0.166666667,1,0,0.2764,2,1,68.35959625,1,7100,0,37338,10.52776685,20000,9.903537551,10975,9.30346635,670,6.508769137,14697.77,9.595519096,4075,8.312871394,0.959401819,38918,10.56921215,M
cand58686,45688,1992,ID1992,ID12565,"CHAMBERLAIN, BARBARA",100,ID,state:upper,ID-2,-0.615048277,0,-2.853347778,52.85334778,52.9,NA,0,13.931,0.11,0.28125,0,0,0.2842,2,0,NA,NA,NA,0,15889,9.673382325,2904,7.974188669,6700,8.810012048,0,0,2842,7.952615112,720,6.580639137,0.512962066,30975,10.34093571,F
cand58697,47563,1994,ID1994,ID13038,"CROW, GORDON",200,ID,state:upper,ID-3,1.156008714,1,8.159431458,41.84056854,41.8,NA,1,12.507,0.11,0.309090909,0,0,0.2842,2,1,60.80432892,0,18365,0,37142,10.52250368,5205,8.557567086,18700,9.836332277,10054,9.215825302,6498.46,8.779474376,955,6.862757913,0.827160769,44903,10.71225989,M
cand58702,58993,1998,ID1998,ID13160,"DAVIS, BART M",200,ID,state:upper,ID-29,1.059129285,1,6.005222321,43.99477768,44,NA,1,9.192,0.11,0.212765957,1,0,0.3365,2,1,0,0,18658,0,10000,9.210340372,1700,7.438971592,7600,8.936035097,500,6.216606101,1850,7.523481313,50,3.931825633,1,10000,9.210340372,M
cand58702,81164,2002,ID2002,ID13160,"DAVIS, BART M",200,ID,state:upper,ID-33,1.059129285,1,9.180397034,40.81960297,40.8,NA,1,11.835,0.11,0.166666667,1,0,0.2764,2,1,62.87136841,0,15531,0,36178,10.49620648,445,6.100318952,29570,10.29454943,1250,7.13169851,4973.28,8.512035916,84.79,4.45190245,1,36178,10.49620648,M
cand58853,59001,1998,ID1998,ID13518,"DUNKLIN, BETSY",100,ID,state:upper,ID-19,-0.690985184,0,-11.10085683,61.10085683,61.1,NA,0,12.205,0.11,0.212765957,1,0,0.3365,2,1,55.30796814,1,87732,1,5550,8.621553207,3650,8.202756382,200,5.303304908,1200,7.090909822,2150,7.673688129,1825,7.509883061,0.781690141,7100,8.867850063,F
cand58958,45710,1992,ID1992,ID14022,"FRASURE, EVAN S",200,ID,state:upper,ID-34,0.355432158,1,2.364673615,47.63532639,47.6,0,1,14.04,0.11,0.28125,0,0,0.2842,2,1,NA,NA,NA,1,27537,10.22328583,2175,7.685243608,15850,9.670987869,5000,8.517393171,4700,8.455530531,100,4.615120517,0.536720851,51306,10.84556298,M
cand58958,47579,1994,ID1994,ID14022,"FRASURE, EVAN",200,ID,state:upper,ID-34,0.355432158,1,11.21998978,38.78001022,38.8,NA,1,11.787,0.11,0.309090909,0,0,0.2842,2,1,47.63532639,1,59767,0,31835,10.36832159,400,5.993961427,15200,9.629116494,12250,9.413362845,3550,8.174984533,100,4.615120517,0.692471668,45973,10.73580955,M
cand58958,50836,1996,ID1996,ID14022,"FRASURE, EVAN",200,ID,state:upper,ID-34,0.355432158,1,4.675483704,45.3245163,45.3,NA,1,13.913,0.11,0.236363636,1,0,0.3365,2,1,38.78001022,1,51306,0,28365,10.25291127,375,5.929589143,20430,9.924808634,2434,7.797702036,3725,8.223090551,1000,6.908754779,0.72839094,38942,10.56982864,M
cand58990,50856,1996,ID1996,ID15305,"INGRAM, CECIL D",200,ID,state:upper,ID-16,1.09462724,1,10.45046234,39.54953766,39.5,NA,1,14.918,0.11,0.236363636,1,0,0.3365,2,1,31.83964157,0,25294,0,22346,10.01440261,950,6.857514063,18575,9.829625704,2000,7.601402335,1076.19,6.982111078,300,5.707110265,1,22346,10.01440261,M
cand58991,59036,1998,ID1998,ID15311,"IPSEN, GRANT R",200,ID,state:upper,ID-17,1.171480352,1,9.211196899,40.7888031,40.8,NA,1,9.787,0.11,0.212765957,1,0,0.3365,2,1,0,0,14248,0,22452,10.01913498,200,5.303304908,19025,9.853561744,2750,7.919719761,200,5.303304908,0,0,0.961871305,23342,10.05800959,M
cand59020,47621,1994,ID1994,ID16218,"LEE, ROBERT",200,ID,state:upper,ID-27,1.202723253,1,19.2784258,30.7215742,30.7,NA,1,8.232,0.11,0.309090909,0,0,0.2842,2,1,0,0,5506,0,2470,7.81197343,100,4.615120517,2370,7.771067086,0,0,100,4.615120517,0,0,1,2470,7.81197343,M
cand59030,45772,1992,ID1992,ID16582,"MADSEN, ROGER B",200,ID,state:upper,ID-18,1.197495755,1,5.307178497,44.6928215,44.7,NA,1,13.51,0.11,0.28125,0,0,0.2842,2,1,50.38653946,1,55331,1,23320,10.05706664,1015,6.923628628,19600,9.883335864,1500,7.313886832,1015,6.923628628,100,4.615120517,0.712975419,32708,10.39537498,M
cand59036,50889,1996,ID1996,ID16971,"MCLAUGHLIN, MARGUERITE",100,ID,state:upper,ID-7,0.8410207,0,-15.21338405,65.21338405,65.2,NA,0,14.106,0.11,0.236363636,1,0,0.3365,2,1,100,1,9100,1,20327,9.919705331,1750,7.467942332,17950,9.795401103,0,0,1250,7.13169851,350,5.860786223,0.868563859,23403,10.0606195,F
cand59047,81246,2002,ID2002,ID17622,"NOBLE, JACK",200,ID,state:upper,ID-21,1.52672186,1,10.23345698,39.76654302,39.8,NA,1,13.078,0.11,0.166666667,1,0,0.2764,2,1,100,0,10054,0,3825,8.249313746,0,0,3575,8.182000136,250,5.525452939,NA,0,NA,0,1,3825,8.249313746,M
cand59057,47656,1994,ID1994,ID18450,"REED, MARY",100,ID,state:upper,ID-4,-0.765298856,0,-3.223594666,53.22359467,53.2,NA,0,12.393,0.11,0.309090909,0,0,0.2842,2,0,66.21114349,1,61614,1,60425,11.00915821,14925,9.610859938,19805,9.893740201,4000,8.294299609,18578.55,9.829816792,8575,9.056722883,0.455233776,132734,11.7961024,F
cand59058,45799,1992,ID1992,ID18455,"REENTS, SUE",100,ID,state:upper,ID-19,-0.581225874,0,-16.01336418,66.01336418,66,NA,0,15.715,0.11,0.28125,0,0,0.2842,2,1,65.18758392,1,74381,1,12449,9.429395577,2550,7.844240718,4030,8.301769763,0,0,1850,7.523481313,700,6.552507887,0.859975131,14476,9.580247385,F
cand59066,50906,1996,ID1996,ID18565,"RIGGS, JACK T",200,ID,state:upper,ID-4,1.172389049,1,1.889431164,48.11056884,48.1,0,1,15.642,0.11,0.236363636,1,0,0.3365,2,1,53.22359467,1,24587,1,13925,9.541441065,750,6.621405652,11050,9.310276201,2000,7.601402335,700,6.552507887,150,5.017279837,1,13925,9.541441065,M
cand59074,45816,1992,ID1992,ID19003,"SCHROEDER, GARY J",200,ID,state:upper,ID-5,1.007336133,1,1.561885834,48.43811417,48.4,0,1,15.302,0.11,0.28125,0,0,0.2842,2,1,36.26753235,0,25962,0,16970,9.739202358,350,5.860786223,8175,9.008958312,1250,7.13169851,6400,8.764209507,0,0,0.670644957,25304,10.13871776,M
cand59074,47668,1994,ID1994,ID19003,"SCHROEDER, GARY",200,ID,state:upper,ID-5,1.007336133,1,9.835998535,40.16400146,40.2,NA,1,12.439,0.11,0.309090909,0,0,0.2842,2,1,48.43811417,1,39470,0,20120,9.909469624,450,6.11146734,10675,9.275753511,7000,8.853808275,1600,7.378383713,350,5.860786223,0.818751526,24574,10.10944425,M
cand59080,59014,1998,ID1998,ID195,"GEDDES, ROBERT L",200,ID,state:upper,ID-32,1.092145017,1,26.69482568,23.30517432,23.3,NA,1,9.47,0.11,0.212765957,1,0,0.3365,2,1,0,0,4465,0,32572,10.3912083,3194,8.069342367,27660,10.22777876,0,0,3711.9,8.219568521,200,5.303304908,1,32572,10.3912083,M
cand59084,119439,2008,ID2008,ID19580,"STEGNER, JOE",200,ID,state:upper,ID-7,1.168102034,1,11.47956467,38.52043533,38.5,NA,1,17.762,0.11,0.120689655,1,0,0.3591,2,1,48.78290176,0,46234,0,27587,10.22509993,3037,8.018954683,24000,10.08585078,0,0,3536.79,8.171257517,0,0,1,27587,10.22509993,M
cand5911,49361,1996,AZ1996,AZ12669,"CIRILLO, EDWARD J",200,AZ,state:upper,AZ-15,0.6734593,1,12.26728821,37.73271179,37.7,NA,1,51.136,0.185,0.232142857,1,0,0.4652,2,1,NA,NA,NA,0,9994,9.209740192,3740,8.227108234,4550,8.423102268,0,0,3540,8.172164452,200,5.303304908,1,9994,9.209740192,M
cand5942,49393,1996,AZ1996,AZ14418,"GRACE, SUE",200,AZ,state:upper,AZ-24,0.175215049,0,-17.22001315,67.22001315,67.2,NA,1,51.701,0.185,0.232142857,1,0,0.4652,2,1,NA,NA,NA,0,18362,9.818038591,9540,9.163353581,7220,8.884748726,300,5.707110265,7374.98,8.905984054,1865,7.531552381,0.84824687,21647,9.982622156,F
cand59743,93523,2004,ID2004,ID4893,"WERK, ELLIOT",100,ID,state:upper,ID-17,-0.651460242,1,5.73141098,44.26858902,44.3,NA,0,14.848,0.11,0.120689655,1,0,0.3026,2,1,53.93516541,0,57803,0,39180,10.57592169,19580,9.882314987,14050,9.550448847,1000,6.908754779,12010,9.393578176,7820,8.964567703,0.813369317,48170,10.7824917,M
cand59746,107178,2006,ID2006,ID4896,"BROADSWORD, JOYCE M",200,ID,state:upper,ID-2,1.174907853,0,-8.507545471,58.50754547,58.5,NA,1,10.667,0.11,0.081967213,1,0,0.3026,2,1,46.70846558,1,43155,1,70653,11.16553585,5255,8.56712556,54059,10.89784982,4000,8.294299609,4525,8.417593826,2594.16,7.861403451,0.969961972,72841,11.19603426,F
cand59746,119863,2008,ID2008,ID4896,"BROADSWORD, JOYCE M",200,ID,state:upper,ID-2,1.174907853,0,-18.04599129,68.04599129,68,NA,1,15.394,0.11,0.120689655,1,0,0.3591,2,1,41.49245453,1,60555,1,43098,10.67123187,2495,7.822444729,37900,10.54273278,1000,6.908754779,3245,8.085178748,498,6.212606096,1,43098,10.67123187,F
cand59762,93575,2004,ID2004,ID4913,"KELLY, KATE",100,ID,state:upper,ID-18,-0.599501378,0,-4.898376465,54.89837646,54.9,NA,0,18.057,0.11,0.120689655,1,0,0.3026,2,1,0,1,21783,0,48214,10.78340471,20871,9.946163827,19141,9.859640153,1000,6.908754779,15022.02,9.61733897,6870.21,8.835095498,0.774733662,62233,11.03864068,F
cand59762,107107,2006,ID2006,ID4913,"KELLY, KATE",100,ID,state:upper,ID-18,-0.599501378,0,-13.00626755,63.00626755,63,NA,0,14.197,0.11,0.081967213,1,0,0.3026,2,1,54.89837646,1,105912,1,79077,11.27817734,43412,10.67851421,20467,9.92661797,1101,7.00488199,28723.7,10.26551266,16026.35,9.682051917,0.481390167,164268,12.00925452,F
cand59765,119897,2008,ID2008,ID4917,"LEFAVOUR, NICOLE",100,ID,state:upper,ID-19,-1.187634758,0,-21.27479553,71.27479553,71.3,NA,0,21.274,0.11,0.120689655,1,0,0.3591,2,1,75.26313019,0,30395,0,16105,9.686885062,11060,9.311180687,2900,7.972810784,0,0,5050,8.527341522,6054.78,8.708768467,0.849868074,18950,9.849559211,F
cand59773,119882,2008,ID2008,ID4925,"LODGE, PATTI ANNE",200,ID,state:upper,ID-13,1.176130788,0,-22.96497345,72.96497345,73,NA,1,22.297,0.11,0.120689655,1,0,0.3591,2,1,0,1,24285,1,29050,10.27677376,600,6.398594935,25350,10.14057346,3100,8.039479919,600,6.398594935,0,0,1,29050,10.27677376,F
cand59817,81700,2002,IL2002,IL11055,"AGUILAR, FRANK",200,IL,state:lower,IL-24,0.034932722,1,3.586639404,46.4133606,46.4,NA,1,14.791,0.236,0.277511962,1,1,0.546,2,0,100,0,70907,0,67995,11.12718945,4055,8.307952545,40137,10.6000788,0,0,8680,9.068892008,180,5.198497031,1,67995,11.12718945,M
cand59837,51000,1996,IL1996,IL13073,"CURRY, JULIE",100,IL,state:lower,IL-101,-0.587625986,0,-13.74357224,63.74357224,63.7,NA,0,35.191,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,108094,11.5907565,4700,8.455530531,96519,11.47750552,500,6.216606101,3300,8.101980732,150,5.017279837,1,108094,11.5907565,F
cand59926,59193,1998,IL1998,IL139287,"ZICKUS, ANNE",200,IL,state:lower,IL-48,0.092982095,0,-6.947814941,56.94781494,56.9,NA,1,27.613,0.236,0.26984127,1,1,0.5432,2,1,34.46427917,1,163558,1,164234,12.00904752,10861,9.293025739,119696,11.69271883,10886,9.295324696,10071,9.217514576,790,6.673297968,0.966639592,169902,12.04297708,F
cand59926,51261,1996,IL1996,IL139287,"ZICKUS, ANNE",200,IL,state:lower,IL-48,0.092982095,0,-15.53572083,65.53572083,65.5,NA,1,34.337,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,188484,12.1467684,10650,9.273409063,84503,11.34455415,78018,11.26470767,8990,9.103979356,835,6.728628613,0.581310141,324240,12.68923926,F
cand60094,51123,1996,IL1996,IL1509,"LUECHTEFELD, DAVID",200,IL,state:upper,IL-58,0.206240782,1,0.078151703,49.9218483,49.9,0,1,81.251,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,874607,13.68152992,25976,10.16496681,145170,11.88566764,591190,13.28989443,23351,10.05843791,925,6.830874235,0.60954722,1434847,14.17656878,M
cand60094,59168,1998,IL1998,IL1509,"LUECHTEFELD, DAVID",200,IL,state:upper,IL-58,0.206240782,1,4.529453278,45.47054672,45.5,NA,1,71.013,0.236,0.294871795,1,0,0.5432,2,1,NA,NA,NA,0,527764,13.17640449,17039,9.7433188,160283,11.98470252,181783,12.11057445,16081.12,9.685463375,958,6.865891075,0.853663823,618234,13.33462231,M
cand60103,51226,1996,IL1996,IL1520,"SYVERSON, DAVE",200,IL,state:upper,IL-34,0.25893062,1,12.09318542,37.90681458,37.9,NA,1,73.037,0.236,0.233766234,1,0,0.5432,2,1,NA,NA,NA,0,319250,12.67372977,50625,10.83222056,235275,12.36851457,15420,9.643485496,48325,10.785725,2300,7.74109909,1,319250,12.67372977,M
cand60111,118618,2008,IL2008,IL1527,"BOST, MIKE",200,IL,state:lower,IL-115,0.083256971,1,11.61177144,38.38822856,38.4,NA,1,46.062,0.236,0.308988764,0,1,0.6183,3,1,0,0,153781,0,200067,12.20640759,11464,9.347054195,134392,11.80852362,500,6.216606101,9265,9.134107066,719,6.579251212,0.983202693,203485,12.22334757,M
cand60114,81419,2002,IL2002,IL1532,"CURRIE, BARBARA FLYNN",100,IL,state:lower,IL-25,-0.747981786,0,-45.13335691,95.13335691,95.1,NA,0,25.233,0.236,0.277511962,1,1,0.546,2,1,100,1,213894,1,140443,11.85255699,19725,9.889692842,88210,11.38748695,0,0,11520,9.351926736,7320,8.89850221,1,140443,11.85255699,F
cand60118,81438,2002,IL2002,IL1537,"GILES, CALVIN L",100,IL,state:lower,IL-8,-0.682255046,1,38.59455433,11.40544567,11.4,NA,0,25.312,0.236,0.277511962,1,1,0.546,2,1,100,0,100264,0,182095,12.11228381,7400,8.909370405,162138,11.99620927,0,0,5700,8.648396877,1450,7.280008253,1,182095,12.11228381,M
cand60121,107456,2006,IL2006,IL1540,"HASSERT, BRENT",200,IL,state:lower,IL-85,-0.09206331,1,3.817760468,46.18223953,46.2,NA,1,30.07,0.236,0.304878049,0,1,0.5482,2,0,0,0,397895,0,783575,13.57162206,32560,10.39087053,622890,13.34212682,109244,11.60134835,34105,10.4372286,5955,8.692154394,0.585866236,1337464,14.10628584,M
cand60125,93723,2004,IL2004,IL1545,"LANG, LOU",100,IL,state:lower,IL-16,-0.642469826,0,-27.35272364,77.35272364,77.4,NA,0,32.388,0.236,0.283950617,0,1,0.5482,2,1,76.48449707,0,1370879,1,567682,13.24931668,32385,10.38548151,395338,12.8874989,1000,6.908754779,28475,10.25681691,106899.31,11.579652,1,567682,13.24931668,M
cand60125,93723,2004,IL2004,IL1545,"LANG, LOU",100,IL,state:lower,IL-16,-0.642469826,0,-27.35272364,77.35272364,77.4,NA,0,32.388,0.236,0.283950617,0,1,0.5482,2,1,76.48449707,0,1370879,1,567682,13.24931668,32385,10.38548151,395338,12.8874989,1000,6.908754779,28475,10.25681691,106899.31,11.579652,1,567682,13.24931668,F
cand60129,107448,2006,IL2006,IL1549,"MAUTINO, FRANK J",100,IL,state:lower,IL-76,-0.439251829,1,22.02777588,27.97222412,28,NA,0,31.971,0.236,0.304878049,0,1,0.5482,2,1,100,0,232456,0,267125,12.49547199,7150,8.875007486,239270,12.38535208,1300,7.170888479,13300,9.495594499,0,0,1,267125,12.49547199,M
cand60133,51153,1996,IL1996,IL1553,"MITCHELL, GERALD L (JERRY)",200,IL,state:lower,IL-73,0.277801789,1,1.290481567,48.70951843,48.7,0,1,38.629,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,0,175686,12.07645359,34223,10.44068243,54328,10.90281343,80588,11.29711744,33148,10.40876783,1075,6.981005741,0.820836039,214033,12.27388549,M
cand60133,81482,2002,IL2002,IL1553,"MITCHELL, JERRY",200,IL,state:lower,IL-90,0.277801789,1,14.88784027,35.11215973,35.1,NA,1,32.231,0.236,0.277511962,1,1,0.546,2,1,0,0,65144,0,103345,11.54582818,22705,10.03038449,58487,10.97657688,1475,7.297091005,21705,9.985343999,1000,6.908754779,1,103345,11.54582818,M
cand60134,51154,1996,IL1996,IL1554,"MOFFITT, DONALD L",200,IL,state:lower,IL-94,-0.319303471,1,10.69324875,39.30675125,39.3,NA,1,36.668,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,0,76483,11.24482377,5044,8.526152933,69362,11.14710886,200,5.303304908,5044,8.526152933,0,0,1,76483,11.24482377,M
cand60135,51158,1996,IL1996,IL1555,"MULLIGAN, ROSEMARY",200,IL,state:lower,IL-55,-0.140656155,0,-6.627189636,56.62718964,56.6,NA,1,33.521,0.236,0.242424242,1,1,0.5432,2,1,NA,NA,NA,1,160421,11.98555689,42262,10.65166728,95847,11.47051888,5500,8.612685173,33287,10.41295225,7625,8.93931874,0.877015258,182917,12.11678778,F
cand60135,59177,1998,IL1998,IL1555,"MULLIGAN, ROSEMARY",200,IL,state:lower,IL-55,-0.140656155,0,-9.014240265,59.01424026,59,NA,1,24.367,0.236,0.26984127,1,1,0.5432,2,1,43.37281036,1,154673,1,298249,12.60568399,39959,10.59563423,140289,11.85146699,43177,10.67308639,22908.55,10.03930913,10175,9.227787286,0.621453069,479922,13.08137887,F
cand60136,107463,2006,IL2006,IL1556,"MYERS, RICHARD P (RICH)",200,IL,state:lower,IL-94,0.291387771,1,10.74723434,39.25276566,39.3,NA,1,34.688,0.236,0.304878049,0,1,0.5482,2,1,0,0,77329,0,110839,11.61583398,13170,9.485772722,69436,11.14817515,5150,8.54694615,9995,9.209940292,3175,8.063377822,0.887265654,124922,11.73544482,M
cand60139,59248,1998,IL1998,IL1559,"POE, RAYMOND",200,IL,state:lower,IL-99,0.152391295,1,16.86224873,33.13775127,33.1,NA,1,41.074,0.236,0.26984127,1,1,0.5432,2,1,43.40668488,0,548669,0,152829,11.93707493,36034,10.49224597,89257,11.39928633,3919,8.273846933,31094.38,10.34481453,3020,8.013343181,0.793945754,192493,12.16781507,M
cand60139,93846,2004,IL2004,IL1559,"POE, RAYMOND",200,IL,state:lower,IL-99,0.152391295,1,14.44271088,35.55728912,35.6,NA,1,43.631,0.236,0.283950617,0,1,0.5482,2,1,40.38576889,0,396538,0,384949,12.86086614,23518,10.06556388,193602,12.17356495,29070,10.27749639,41518.31,10.6339139,5221,8.560635749,0.66120059,582197,13.27456416,M
cand60140,59351,1998,IL1998,IL15595,"JONES, SHIRLEY M",100,IL,state:lower,IL-6,-0.55590744,0,-35.15559144,85.15559144,85.2,NA,0,22.527,0.236,0.26984127,1,1,0.5432,2,1,90.07752991,1,72127,1,82295,11.31806563,2850,7.955425089,61010,11.01880945,0,0,840,6.73459166,680,6.523562306,1,82295,11.31806563,F
