"","PUBID","year","weight","selfemp","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","firmSize","marstat","region","urban","industry","occupation","autonomy","competitiveness","hazardous","regularity","teamwork"
"17088",3593,2004,321174,0,1282,24,1,"2.High school",FALSE,365,3.173076923,10.06841716,TRUE,0,0,"1. Less than 30","Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17089",3593,2005,321174,0,1087,25,2,"2.High school",FALSE,368,3.230769231,10.43786982,TRUE,0,0,"1. Less than 30","Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17090",3593,2007,321174,0,349,27,2,"2.High school",FALSE,427,4.365384615,19.05658284,TRUE,0,0,"1. Less than 30","Married",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17091",3593,2008,321174,0,199,28,2,"2.High school",FALSE,483,5.442307692,29.61871302,TRUE,0,0,"1. Less than 30","Married",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17092",3593,2009,321174,0,140,29,2,"2.High school",FALSE,530,6.346153846,40.27366864,TRUE,0,0,"1. Less than 30","Married",2,NA,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17093",3593,2010,321174,0,4167,30,2,"2.High school",FALSE,584,1.615384615,2.609467456,FALSE,0,0,"1. Less than 30","Married",2,0,"Wholesale Trade",9130,3.809430498,3.249441648,1.559233333,1.425,3.678922631
"17094",3593,2011,321174,0,2000,31,2,"2.High school",FALSE,622,8.096153846,65.5477071,FALSE,0,0,"1. Less than 30","Married",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17095",3593,2013,321174,0,1071,33,2,"2.High school",FALSE,732,10.21153846,104.2755178,TRUE,0,0,"1. Less than 30","Married",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"17096",3594,1998,237280,NA,515,16,0,"1.Less than HS",TRUE,3,0.057692308,0.003328402,FALSE,NA,NA,NA,NA,3,1,"Information and Communications",4420,3.209766667,1.800519948,1.0837,1.7949,3.946
"17097",3594,1999,237280,NA,700,17,0,"1.Less than HS",TRUE,51,0.865384615,0.748890533,FALSE,0,0,"1. Less than 30","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17098",3594,2000,237280,0,750,18,0,"2.High school",FALSE,109,0.211538462,0.044748521,TRUE,NA,NA,NA,"No romantic union",3,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17099",3594,2001,237280,NA,725,19,0,"2.High school",TRUE,149,0.173076923,0.029955621,FALSE,NA,NA,NA,"No romantic union",3,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17100",3594,2002,237280,0,950,20,0,"2.High school",TRUE,200,2.403846154,5.778476331,TRUE,0,0,"1. Less than 30","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17101",3594,2003,237280,0,1100,21,0,"2.High school",TRUE,257,3.5,12.25,TRUE,0,0,"1. Less than 30","No romantic union",3,0,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17102",3594,2004,237280,0,861,22,0,"2.High school",FALSE,303,0.884615385,0.782544379,TRUE,1,0,"3. 300+","No romantic union",3,0,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17103",3594,2005,237280,NA,1200,23,0,"2.High school",FALSE,349,0.461538462,0.213017751,TRUE,1,0,"2. 30-299","No romantic union",3,0,"Health Care",3310,4.055420415,3.264173583,2.768423158,1.1276,4.629362936
"17104",3594,2006,237280,0,1300,24,0,"2.High school",FALSE,397,1.384615385,1.917159763,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3310,4.055420415,3.264173583,2.768423158,1.1276,4.629362936
"17105",3594,2007,237280,0,1350,25,0,"2.High school",FALSE,458,2.557692308,6.541789941,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3310,4.055420415,3.264173583,2.768423158,1.1276,4.629362936
"17106",3594,2008,237280,0,1400,26,0,"2.High school",FALSE,508,3.519230769,12.38498521,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17107",3594,2009,237280,0,1425,27,0,"2.High school",FALSE,553,4.384615385,19.22485207,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17108",3594,2010,237280,0,1600,28,0,"2.High school",FALSE,608,5.442307692,29.61871302,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17109",3594,2011,237280,0,1600,28,0,"2.High school",FALSE,652,6.288461538,39.54474852,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17110",3594,2013,237280,0,1800,31,0,"2.High school",FALSE,774,8.634615385,74.55658284,TRUE,1,0,"2. 30-299","Cohabiting",3,1,"Health Care",3640,3.759669608,2.406206598,2.218414942,1.072355556,4.494050066
"17133",3598,1998,97296,NA,550,17,0,"1.Less than HS",TRUE,7,0.134615385,0.018121302,TRUE,NA,NA,NA,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"17134",3598,1999,97296,NA,610,18,0,"2.High school",TRUE,31,0.461538462,0.213017751,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"17135",3598,2000,97296,0,600,19,0,"2.High school",TRUE,45,0.269230769,0.072485207,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17136",3598,2001,97296,0,650,20,0,"2.High school",TRUE,61,0.576923077,0.332840237,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17137",3598,2002,97296,0,650,21,0,"2.High school",TRUE,86,0.384615385,0.147928994,TRUE,1,0,"1. Less than 30","No romantic union",3,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17138",3598,2003,97296,0,725,22,0,"4.College",TRUE,134,1.076923077,1.159763314,FALSE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17139",3598,2004,97296,0,1587,23,0,"4.College",TRUE,187,0.326923077,0.106878698,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2330,4.129985273,2.748766667,1.045733333,1.084269476,4.639278691
"17140",3598,2005,97296,0,1224,24,0,"4.College",TRUE,250,1.538461538,2.366863905,TRUE,1,0,"3. 300+","No romantic union",3,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"17141",3598,2006,97296,0,3750,25,0,"4.College",FALSE,289,2.288461538,5.237056213,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"17142",3598,2007,97296,0,2019,26,0,"4.College",FALSE,338,3.230769231,10.43786982,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2330,4.129985273,2.748766667,1.045733333,1.084269476,4.639278691
"17143",3598,2008,97296,0,1692,27,0,"4.College",FALSE,389,4.211538462,17.73705621,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2330,4.129985273,2.748766667,1.045733333,1.084269476,4.639278691
"17144",3598,2009,97296,0,1538,28,0,"4.College",FALSE,438,5.153846154,26.56213018,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2330,4.129985273,2.748766667,1.045733333,1.084269476,4.639278691
"17145",3598,2010,97296,0,2115,29,0,"4.College",FALSE,501,6.365384615,40.5181213,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"17146",3598,2011,97296,0,1692,30,0,"4.College",FALSE,559,7.480769231,55.96190828,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"17147",3598,2013,97296,0,2163,32,0,"4.College",FALSE,668,9.576923077,91.71745562,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"17148",3600,1999,80941,NA,600,18,0,"2.High school",FALSE,12,0.230769231,0.053254438,FALSE,NA,NA,NA,"No romantic union",3,1,"Other Services",4510,4.784333333,3.6216,3.4599,1,4.2322
"17149",3600,2000,80941,0,900,19,0,"2.High school",FALSE,67,0.596153846,0.355399408,TRUE,1,0,NA,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17150",3600,2001,80941,0,715,20,0,"2.High school",FALSE,112,0.365384615,0.133505917,TRUE,1,0,"3. 300+","No romantic union",3,1,"Manufacturing - Nondurable Goods",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17151",3600,2002,80941,0,794,21,0,"2.High school",FALSE,164,1.365384615,1.864275148,TRUE,0,0,"2. 30-299","No romantic union",3,1,"Manufacturing - Nondurable Goods",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17152",3600,2003,80941,0,825,22,1,"2.High school",FALSE,216,2.365384615,5.595044379,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Manufacturing - Nondurable Goods",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17153",3600,2004,80941,0,745,23,1,"2.High school",FALSE,265,3.307692308,10.9408284,TRUE,1,0,"3. 300+","No romantic union",3,1,"Manufacturing - Nondurable Goods",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17154",3600,2005,80941,0,1068,24,1,"2.High school",FALSE,314,4.25,18.0625,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Manufacturing - Nondurable Goods",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17155",3600,2006,80941,0,1000,25,1,"2.High school",FALSE,337,0.038461538,0.00147929,TRUE,NA,NA,NA,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",8960,3.425619073,2.7748,2.0129,1.204,3.667533247
"17156",3600,2007,80941,0,1225,26,1,"2.High school",FALSE,386,0.557692308,0.31102071,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17157",3600,2008,80941,0,1303,27,1,"2.High school",FALSE,438,1.557692308,2.426405325,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17158",3600,2009,80941,0,1303,28,1,"2.High school",FALSE,489,2.538461538,6.443786982,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17159",3600,2010,80941,0,1342,29,1,"2.High school",FALSE,545,3.615384615,13.07100592,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17160",3600,2011,80941,0,1384,30,1,"2.High school",FALSE,594,4.557692308,20.77255917,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17161",3600,2013,80941,0,1482,32,2,"2.High school",FALSE,706,6.711538462,45.04474852,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Utilities",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"17162",3601,1998,96295,NA,503,15,0,"1.Less than HS",TRUE,6,0.115384615,0.013313609,FALSE,NA,NA,NA,NA,3,1,"Information and Communications",5320,3.861122514,1.843915608,1.588858886,1.0058,3.907309269
"17163",3601,2000,96295,0,585,17,0,"1.Less than HS",TRUE,9,0.057692308,0.003328402,FALSE,NA,NA,NA,"No romantic union",3,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"17164",3601,2002,96295,0,859,19,0,"2.High school",TRUE,17,0.153846154,0.023668639,FALSE,NA,NA,NA,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17165",3601,2003,96295,0,900,20,0,"2.High school",TRUE,25,0.307692308,0.094674556,FALSE,NA,NA,NA,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17166",3601,2004,96295,0,915,21,0,"2.High school",TRUE,62,1.019230769,1.038831361,FALSE,1,0,"1. Less than 30","No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17167",3601,2005,96295,0,1000,22,0,"4.College",TRUE,86,0.307692308,0.094674556,FALSE,0,0,NA,"No romantic union",3,1,"Educational and Social Services",2200,4.377085261,3.532187236,1.414131489,1.247822854,3.937813314
"17168",3601,2006,96295,0,700,23,0,"4.College",TRUE,124,0.153846154,0.023668639,FALSE,NA,NA,NA,"No romantic union",3,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"17169",3601,2007,96295,0,1286,24,0,"4.College",FALSE,167,0.038461538,0.00147929,TRUE,NA,NA,NA,"No romantic union",3,1,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17170",3601,2008,96295,0,1560,25,0,"4.College",TRUE,215,1.596153846,2.547707101,FALSE,0,0,"3. 300+","No romantic union",3,1,"Educational and Social Services",2200,4.377085261,3.532187236,1.414131489,1.247822854,3.937813314
"17171",3601,2009,96295,0,3333,26,0,"4.College",TRUE,262,2.5,6.25,FALSE,1,0,"3. 300+","No romantic union",3,1,"Educational and Social Services",2200,4.377085261,3.532187236,1.414131489,1.247822854,3.937813314
"17172",3601,2010,96295,0,3125,27,0,"4.College",TRUE,322,3.653846154,13.35059172,FALSE,1,0,"3. 300+","No romantic union",3,1,"Educational and Social Services",2200,4.377085261,3.532187236,1.414131489,1.247822854,3.937813314
"17173",3601,2011,96295,0,2442,28,0,"4.College",TRUE,362,0.096153846,0.009245562,TRUE,NA,NA,NA,"No romantic union",3,1,"Public Administration and Armed Forces",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"17174",3601,2013,96295,0,2163,30,0,"4.College",FALSE,449,4.634615385,21.47965976,TRUE,NA,NA,NA,"No romantic union",3,1,"Educational and Social Services",2200,4.377085261,3.532187236,1.414131489,1.247822854,3.937813314
"17175",3604,1999,270278,NA,825,16,0,"1.Less than HS",TRUE,2,0.038461538,0.00147929,FALSE,NA,NA,NA,NA,3,1,"Information and Communications",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17176",3604,2000,270278,0,825,17,0,"1.Less than HS",TRUE,59,1.134615385,1.287352071,FALSE,1,0,"3. 300+","No romantic union",3,1,"Manufacturing - Nondurable Goods",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17177",3604,2001,270278,0,850,18,0,"2.High school",FALSE,110,2.115384615,4.474852071,FALSE,0,0,"3. 300+","No romantic union",3,1,"Manufacturing - Nondurable Goods",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17178",3604,2002,270278,0,1100,19,0,"2.High school",TRUE,164,3.153846154,9.946745562,FALSE,1,0,"3. 300+","No romantic union",3,1,"Manufacturing - Nondurable Goods",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17179",3604,2003,270278,0,1081,20,0,"2.High school",FALSE,215,0.269230769,0.072485207,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17180",3604,2004,270278,0,1100,21,1,"2.High school",FALSE,262,1.173076923,1.376109467,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17181",3604,2005,270278,0,1275,22,1,"2.High school",FALSE,320,2.288461538,5.237056213,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17182",3604,2006,270278,0,2712,23,1,"2.High school",FALSE,363,0.307692308,0.094674556,TRUE,1,0,"3. 300+","No romantic union",3,1,"Retail Trade",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17183",3604,2007,270278,0,1514,24,1,"2.High school",FALSE,407,0.557692308,0.31102071,TRUE,1,0,"3. 300+","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17184",3604,2008,270278,0,1500,25,1,"2.High school",FALSE,461,1.596153846,2.547707101,TRUE,1,0,"3. 300+","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17185",3604,2009,270278,0,1600,26,1,"2.High school",FALSE,508,2.5,6.25,TRUE,1,0,"3. 300+","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"17186",3604,2010,270278,0,1864,27,1,"2.High school",FALSE,570,0.057692308,0.003328402,TRUE,NA,NA,NA,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17187",3604,2011,270278,0,1872,28,1,"2.High school",FALSE,612,0.865384615,0.748890533,TRUE,1,0,"3. 300+","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17188",3604,2013,270278,0,2404,30,1,"2.High school",FALSE,728,3.096153846,9.586168639,TRUE,1,0,"3. 300+","No romantic union",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",540,4.32746195,3.581285468,1.66081652,1.276625,4.096672583
"17236",3614,1998,270278,NA,500,15,0,"1.Less than HS",TRUE,15,0.288461538,0.083210059,FALSE,NA,NA,NA,NA,3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4430,3.352826396,2.093172878,1.227451503,1.465533333,4.246133333
"17237",3614,1999,270278,NA,560,16,0,"1.Less than HS",TRUE,36,0.076923077,0.00591716,FALSE,NA,NA,NA,NA,3,1,"Retail Trade",5620,3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"17238",3614,2000,270278,0,600,17,0,"1.Less than HS",TRUE,80,0.788461538,0.621671598,FALSE,0,0,"2. 30-299","No romantic union",3,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17239",3614,2001,270278,0,600,18,0,"1.Less than HS",TRUE,131,1.769230769,3.130177515,FALSE,0,0,"2. 30-299","No romantic union",3,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17240",3614,2002,270278,0,775,19,0,"2.High school",TRUE,161,1.115384615,1.24408284,TRUE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3950,3.736495811,2.651066667,2.015934396,1.447366667,4.582927805
"17241",3614,2003,270278,0,556,20,0,"2.High school",TRUE,170,0.173076923,0.029955621,TRUE,NA,NA,NA,"No romantic union",2,1,"Other Services",2060,NA,NA,NA,NA,NA
"17242",3614,2004,270278,0,750,21,0,"2.High school",TRUE,198,0.538461538,0.289940828,FALSE,0,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"17243",3614,2005,270278,0,750,22,0,NA,TRUE,231,1.173076923,1.376109467,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"17244",3614,2006,270278,0,800,23,0,"4.College",TRUE,269,1.730769231,2.99556213,FALSE,0,0,"2. 30-299","No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"17245",3614,2007,270278,0,2584,24,0,"4.College",FALSE,311,0.153846154,0.023668639,TRUE,NA,NA,NA,"No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17246",3614,2008,270278,0,2308,24,0,"4.College",FALSE,363,1.153846154,1.331360947,TRUE,1,0,"3. 300+","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17247",3614,2009,270278,0,2098,26,0,"4.College",FALSE,425,2.346153846,5.50443787,TRUE,1,0,"3. 300+","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17248",3614,2010,270278,0,2273,26,0,"4.College",FALSE,465,3.115384615,9.705621302,TRUE,1,0,"3. 300+","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17249",3614,2011,270278,0,2902,27,0,"4.College",FALSE,517,4.115384615,16.93639053,TRUE,1,0,"3. 300+","No romantic union",NA,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17250",3614,2013,270278,0,4154,30,0,"4.College",FALSE,621,6.115384615,37.39792899,TRUE,1,0,"3. 300+","No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"17256",3617,2000,287214,0,600,18,1,"1.Less than HS",FALSE,20,0.384615385,0.147928994,FALSE,0,0,"1. Less than 30","Cohabiting",3,1,"Educational and Social Services",4600,4.078890236,2.273736313,1.11105,1.2386,4.19740987
"17257",3617,2001,287214,0,650,19,1,"1.Less than HS",FALSE,65,0.5,0.25,TRUE,0,0,"1. Less than 30","Cohabiting",3,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17258",3617,2002,287214,0,750,20,1,"2.High school",FALSE,113,0.288461538,0.083210059,TRUE,0,0,"1. Less than 30","Married",3,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17259",3617,2003,287214,0,625,20,2,"2.High school",FALSE,144,0.884615385,0.782544379,TRUE,0,0,"1. Less than 30","Married",3,0,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"17260",3617,2004,287214,0,900,21,2,"2.High school",FALSE,194,0.134615385,0.018121302,TRUE,NA,NA,NA,"Married",3,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",9640,3.128466667,2.6102,1.78,1.516,4.279072093
"17261",3617,2005,287214,0,1300,23,2,"2.High school",FALSE,254,0.038461538,0.00147929,TRUE,NA,NA,NA,"Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",340,4.504068762,3.501,1.7372,1.386038604,4.8892
"17262",3617,2006,287214,0,1150,24,2,"2.High school",FALSE,269,0.326923077,0.106878698,TRUE,0,0,"1. Less than 30","Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",340,4.504068762,3.501,1.7372,1.386038604,4.8892
"17263",3617,2007,287214,0,213,25,2,"2.High school",FALSE,296,0.096153846,0.009245562,FALSE,NA,NA,NA,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"17264",3617,2008,287214,0,1000,26,2,"2.High school",TRUE,322,0.134615385,0.018121302,TRUE,NA,NA,NA,"No romantic union",3,1,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17265",3617,2010,287214,0,1603,28,3,"2.High school",FALSE,380,0.403846154,0.163091716,TRUE,0,0,"2. 30-299","Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",50,4.255908654,4.16525,1.24195,1.22675,4.31295
"17266",3619,2005,295253,0,800,21,0,"2.High school",TRUE,205,0.288461538,0.083210059,FALSE,0,0,"1. Less than 30","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5700,3.76449847,2.47401185,1.198479962,1.010675,4.1679
"17267",3619,2006,295253,0,800,22,0,"3.Some college",TRUE,259,1.326923077,1.760724852,FALSE,0,0,"1. Less than 30","No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5700,3.76449847,2.47401185,1.198479962,1.010675,4.1679
"17268",3619,2007,295253,0,950,23,0,"3.Some college",TRUE,316,2.423076923,5.871301775,FALSE,0,0,"2. 30-299","Married",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",5350,3.677294021,2.892310769,1.536653665,1.2079,3.1872
"17269",3619,2008,295253,0,950,24,0,"3.Some college",TRUE,355,3.173076923,10.06841716,FALSE,0,0,"2. 30-299","Married",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",5350,3.677294021,2.892310769,1.536653665,1.2079,3.1872
"17270",3619,2009,295253,0,1442,25,0,"4.College",FALSE,406,0.173076923,0.029955621,TRUE,NA,NA,NA,"Married",3,0,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17271",3619,2010,295253,0,1488,26,0,"4.College",FALSE,460,1.211538462,1.467825444,TRUE,1,0,"2. 30-299","Married",3,0,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17272",3619,2011,295253,0,1485,27,0,"4.College",FALSE,514,2.25,5.0625,TRUE,1,0,"2. 30-299","Married",3,0,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17273",3619,2013,295253,0,1709,29,1,"4.College",FALSE,623,4.346153846,18.88905325,TRUE,1,1,"2. 30-299","Married",3,NA,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"17289",3627,1998,227314,NA,525,17,0,"1.Less than HS",TRUE,16,0.307692308,0.094674556,FALSE,1,0,"1. Less than 30","No romantic union",3,0,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17290",3627,1999,227314,NA,550,18,0,"2.High school",TRUE,53,1.019230769,1.038831361,FALSE,1,0,"1. Less than 30","No romantic union",3,0,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"17291",3627,2001,227314,0,750,20,0,"2.High school",TRUE,61,0.153846154,0.023668639,TRUE,NA,NA,NA,"No romantic union",3,0,"Educational and Social Services",2340,3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"17292",3627,2002,227314,0,515,21,0,"2.High school",TRUE,106,0.653846154,0.427514793,FALSE,0,0,"1. Less than 30","No romantic union",3,1,NA,NA,4.211185867,3.218035714,1.387502768,1.216980121,3.689123649
"17293",3627,2003,227314,0,1791,22,0,"4.College",FALSE,154,0.596153846,0.355399408,TRUE,1,1,"1. Less than 30","No romantic union",3,1,"Other Services",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
