year,gender,education,feeling_blacks,feeling_jews,feeling_whites,feeling_police,race,voted,ownhome,pid
1992,1,4,50,50,50,60,1,1,0,1
1992,1,3,70,50,50,40,1,1,0,2
1992,1,2,20,20,20,60,1,0,1,2
1992,0,2,30,50,85,30,4,1,1,1
1992,1,4,NA,NA,NA,NA,1,0,1,3
1992,0,3,0,50,50,40,1,1,0,3
1992,1,4,NA,NA,NA,NA,1,0,1,3
1992,1,4,50,50,50,60,1,1,1,3
1992,0,2,85,70,85,60,1,1,1,1
1992,1,2,NA,NA,NA,NA,2,1,0,1
1992,0,2,50,50,50,50,1,0,0,2
1992,0,2,50,50,50,70,1,1,0,1
1992,1,2,NA,NA,NA,NA,5,0,0,1
1992,0,4,50,0,97,85,1,0,1,3
1992,1,2,15,50,97,70,1,0,1,1
1992,0,2,60,60,60,70,1,1,0,3
1992,0,2,50,50,97,85,1,1,1,1
1992,0,2,85,85,85,70,5,1,0,1
1992,1,4,50,50,50,40,1,1,0,1
1992,0,2,NA,NA,NA,60,1,1,1,3
1992,0,2,97,50,50,97,2,1,0,1
1992,0,4,50,50,50,70,1,1,1,3
1992,1,4,85,50,50,60,1,1,1,3
1992,0,4,85,85,85,60,1,1,1,3
1992,0,2,15,50,50,50,1,1,1,1
1992,1,3,NA,NA,NA,NA,1,0,1,3
1992,0,4,85,70,70,70,2,1,1,1
1992,0,4,60,70,85,70,1,1,1,3
1992,0,4,50,50,60,85,5,1,0,3
1992,0,4,85,70,85,85,5,1,1,3
1992,0,0,50,40,50,70,1,1,1,3
1992,1,4,50,50,50,70,1,1,1,3
1992,1,2,50,50,85,50,1,0,1,3
1992,1,4,30,20,90,75,1,1,1,3
1992,1,0,50,NA,NA,97,1,1,1,1
1992,0,3,85,85,85,40,1,1,0,1
1992,0,3,70,85,85,60,1,1,0,1
1992,0,4,50,50,60,50,1,1,1,3
1992,0,2,50,50,50,50,1,1,1,3
1992,1,4,50,85,50,30,1,1,0,1
1992,1,4,40,85,50,15,1,1,0,1
1992,0,3,70,60,60,30,2,0,0,2
1992,1,2,60,50,50,70,5,1,0,1
1992,1,4,60,50,70,85,1,1,1,3
1992,1,2,50,50,50,70,1,0,1,2
1992,0,2,NA,NA,NA,NA,1,0,0,1
1992,0,2,85,85,85,97,1,1,1,1
1992,0,3,70,97,70,85,1,1,1,1
1992,1,1,97,50,60,97,1,0,1,3
1992,0,3,75,70,90,75,1,0,1,1
1992,1,4,60,60,60,70,1,1,1,3
1992,0,2,70,50,50,50,1,1,1,1
1992,0,1,NA,NA,NA,NA,1,0,1,1
1992,1,3,NA,NA,NA,NA,1,0,1,3
1992,0,2,70,60,60,85,1,1,1,3
1992,0,3,97,70,70,70,2,1,1,2
1992,0,3,85,70,85,60,2,1,0,1
1992,1,1,50,50,50,50,1,1,0,3
1992,1,2,70,70,85,0,5,0,0,3
1992,0,4,50,50,50,40,1,1,1,1
1992,1,2,50,60,85,85,1,1,1,1
1992,1,2,50,55,75,90,1,1,1,1
1992,0,3,85,85,85,40,1,1,1,3
1992,0,2,50,50,50,50,2,0,0,1
1992,0,0,70,70,70,70,1,1,1,1
1992,1,2,60,60,60,60,1,1,1,2
1992,0,2,70,85,85,85,1,1,1,3
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,0,2,85,85,85,95,1,1,1,1
1992,0,4,NA,NA,NA,NA,5,0,1,1
1992,0,4,50,50,97,85,1,1,1,3
1992,0,0,70,60,70,70,1,0,0,2
1992,0,3,60,50,50,60,1,1,1,3
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,0,2,85,85,85,85,1,1,1,3
1992,1,2,60,60,60,70,1,1,1,1
1992,1,2,50,70,97,70,1,1,0,3
1992,0,2,50,50,50,70,1,1,1,3
1992,0,2,50,50,50,50,1,0,0,3
1992,1,2,NA,NA,NA,NA,1,0,0,1
1992,1,3,60,60,60,85,1,1,1,3
1992,0,4,50,50,50,50,1,1,1,1
1992,0,2,50,50,45,50,5,1,0,1
1992,1,1,NA,NA,NA,NA,2,0,1,1
1992,0,2,50,50,50,70,1,1,1,3
1992,1,2,85,85,85,85,4,0,1,3
1992,1,4,50,50,50,50,1,1,0,1
1992,0,2,60,70,60,85,1,0,1,2
1992,0,4,90,90,97,97,1,1,0,1
1992,1,2,50,85,97,97,5,1,1,3
1992,0,3,50,50,50,70,1,1,1,3
1992,0,2,97,70,85,85,2,0,0,3
1992,0,2,50,50,50,40,1,1,1,3
1992,0,4,97,97,97,70,1,1,0,3
1992,1,2,60,70,60,60,1,1,1,1
1992,1,2,60,60,70,85,1,1,1,3
1992,1,4,70,50,50,50,1,1,1,3
1992,0,3,70,50,50,30,5,1,1,1
1992,0,2,97,50,70,50,2,0,0,1
1992,1,1,NA,NA,NA,NA,1,0,0,1
1992,1,2,85,85,97,70,1,0,1,2
1992,1,3,97,50,97,70,1,1,0,3
1992,1,4,70,85,85,70,1,1,1,3
1992,0,0,75,70,70,70,1,1,1,3
1992,0,4,NA,NA,NA,NA,1,0,1,1
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,0,2,50,50,50,50,5,0,0,1
1992,0,3,40,50,60,60,1,1,1,1
1992,0,2,60,60,70,85,1,1,1,3
1992,0,2,50,50,50,20,1,1,1,1
1992,1,2,70,50,50,85,1,1,1,1
1992,0,3,50,50,50,60,1,1,1,2
1992,1,2,70,70,97,97,1,1,0,3
1992,1,2,85,97,85,70,5,1,1,1
1992,1,0,NA,NA,NA,NA,1,0,0,3
1992,0,4,85,80,80,80,5,1,1,3
1992,0,2,70,85,85,70,1,0,0,3
1992,1,2,97,97,97,50,2,1,1,2
1992,1,3,70,70,70,70,1,1,0,3
1992,1,2,NA,NA,NA,NA,1,0,1,1
1992,0,4,85,85,85,60,1,1,1,1
1992,0,2,85,85,97,85,1,0,1,3
1992,0,2,97,70,70,97,2,1,0,1
1992,1,2,70,70,70,70,1,1,1,1
1992,1,2,70,70,70,40,1,1,1,2
1992,1,2,50,65,65,25,2,1,1,2
1992,1,3,70,70,70,97,1,1,1,3
1992,1,2,60,97,97,97,1,1,1,2
1992,0,1,97,85,85,97,1,0,1,1
1992,0,2,85,85,85,97,1,0,1,1
1992,0,3,60,60,70,90,1,1,1,1
1992,0,2,80,75,75,70,5,1,0,1
1992,0,3,97,75,75,90,1,1,1,3
1992,1,2,70,97,97,97,1,1,1,2
1992,0,2,97,70,70,50,2,0,0,1
1992,1,4,60,85,60,60,1,1,1,1
1992,1,4,85,85,85,85,5,1,0,2
1992,0,2,70,85,97,85,1,1,0,3
1992,0,3,97,0,0,60,2,0,0,1
1992,0,4,97,70,30,0,2,1,0,1
1992,1,2,60,NA,75,35,5,0,1,1
1992,0,3,NA,NA,NA,NA,1,0,1,1
1992,1,4,75,80,80,90,1,0,0,3
1992,0,2,85,85,85,70,1,1,1,1
1992,0,3,60,60,60,70,1,0,1,1
1992,1,2,50,NA,50,95,1,1,0,1
1992,1,3,70,70,97,97,1,1,1,3
1992,1,2,70,60,85,60,1,1,0,1
1992,1,4,50,50,50,85,1,1,1,3
1992,0,3,97,97,97,60,1,0,0,1
1992,0,4,60,85,85,70,1,1,1,3
1992,1,4,60,85,85,85,1,1,1,3
1992,0,3,60,50,70,60,1,1,1,1
1992,1,4,85,50,50,30,1,0,0,1
1992,1,4,50,50,50,50,1,1,1,1
1992,0,1,40,85,85,60,1,1,1,1
1992,1,4,50,85,85,70,1,1,0,3
1992,0,2,97,97,97,97,1,0,0,1
1992,1,3,50,50,60,70,1,0,0,3
1992,1,2,60,70,97,60,1,0,0,1
1992,1,3,70,60,70,85,1,1,1,2
1992,1,4,50,50,50,70,1,0,1,3
1992,0,3,50,50,50,80,1,1,1,2
1992,0,2,NA,NA,NA,NA,5,0,1,1
1992,1,4,50,60,50,60,1,1,1,3
1992,1,3,NA,NA,NA,NA,5,0,0,3
1992,0,4,70,60,60,60,1,1,0,1
1992,0,2,50,50,50,50,1,0,1,2
1992,1,4,50,50,50,70,1,1,1,1
1992,1,3,97,85,85,85,2,1,0,1
1992,1,0,50,50,50,60,1,1,0,3
1992,0,2,50,50,60,60,1,1,1,2
1992,1,3,NA,NA,NA,NA,1,0,1,3
1992,1,2,NA,50,97,40,1,0,1,2
1992,0,2,50,50,50,40,1,0,0,2
1992,0,4,85,90,90,90,1,1,1,1
1992,1,2,70,70,80,70,1,0,0,3
1992,0,2,50,50,50,60,1,1,1,1
1992,1,2,0,70,70,70,1,1,1,3
1992,1,2,85,85,85,85,1,0,0,1
1992,1,2,70,70,70,70,1,1,1,3
1992,0,4,70,70,70,70,1,1,0,2
1992,1,2,85,50,70,97,1,0,0,3
1992,1,2,50,85,85,70,1,1,1,1
1992,0,4,50,50,50,70,1,1,1,1
1992,1,2,97,80,80,50,2,0,0,1
1992,1,3,85,50,50,50,1,1,0,1
1992,0,3,NA,NA,NA,NA,1,0,1,3
1992,0,2,50,50,70,60,1,1,1,1
1992,0,3,97,97,97,97,1,1,1,1
1992,1,3,50,30,50,85,1,1,1,2
1992,0,0,70,70,70,70,1,1,1,3
1992,1,2,40,97,97,40,1,1,1,1
1992,1,3,50,50,60,40,1,1,1,1
1992,1,4,97,60,60,60,2,1,0,1
1992,0,4,NA,NA,NA,NA,1,0,1,3
1992,0,4,50,50,50,50,1,1,1,3
1992,1,4,50,50,50,75,1,1,1,1
1992,1,2,50,50,85,85,1,1,1,1
1992,0,3,97,97,97,80,5,0,0,1
1992,0,2,70,70,65,65,5,0,0,1
1992,0,3,60,60,60,60,1,1,1,1
1992,1,0,97,60,97,50,5,1,0,1
1992,0,4,70,50,60,60,1,1,1,1
1992,0,2,70,70,70,60,1,1,1,1
1992,1,0,50,50,50,85,1,1,1,3
1992,0,3,97,97,97,85,1,1,0,2
1992,1,3,NA,NA,NA,NA,1,0,1,3
1992,0,2,NA,NA,NA,NA,1,0,0,2
1992,1,3,97,85,85,70,2,0,1,2
1992,0,3,60,70,70,70,1,1,1,3
1992,0,2,50,50,97,70,1,1,1,1
1992,1,2,50,50,50,60,1,0,1,1
1992,0,2,50,50,50,50,1,0,0,2
1992,1,4,50,70,50,30,1,1,0,1
1992,1,3,60,50,60,60,1,1,1,1
1992,1,2,85,50,70,85,2,1,1,1
1992,0,3,NA,NA,NA,NA,1,0,0,2
1992,1,2,50,NA,50,70,3,1,1,3
1992,1,4,60,70,70,85,1,1,1,1
1992,1,3,NA,NA,NA,NA,1,0,1,3
1992,0,3,85,60,60,70,2,0,0,1
1992,0,2,70,60,70,60,2,1,0,1
1992,1,2,50,50,50,45,1,0,1,3
1992,1,2,50,50,50,50,1,1,1,3
1992,0,0,NA,NA,NA,NA,1,0,NA,2
1992,0,2,60,60,60,70,1,0,1,2
1992,1,2,50,50,50,90,1,0,0,3
1992,1,2,70,85,97,70,1,1,1,1
1992,1,4,50,50,50,60,1,1,1,1
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,0,4,NA,NA,NA,NA,5,0,1,1
1992,0,3,97,97,97,70,2,1,1,1
1992,0,4,70,70,85,85,1,1,1,3
1992,1,4,60,60,60,70,1,1,1,2
1992,0,2,85,85,85,70,1,1,1,1
1992,0,2,90,80,85,90,1,0,0,2
1992,0,2,70,70,70,85,1,1,1,1
1992,0,4,60,50,50,40,1,1,0,1
1992,0,3,70,70,70,70,1,0,1,2
1992,1,2,50,50,80,70,1,1,1,1
1992,0,3,NA,NA,NA,NA,1,0,1,1
1992,0,3,60,50,60,85,1,0,0,1
1992,1,3,50,50,50,85,1,1,1,3
1992,1,4,50,50,50,60,1,1,1,3
1992,1,2,70,85,85,97,1,1,1,1
1992,0,3,85,70,70,70,1,0,1,2
1992,0,2,60,85,85,85,1,0,1,1
1992,1,4,65,65,65,35,5,1,1,1
1992,1,2,85,50,97,75,1,1,1,3
1992,0,2,97,50,85,85,2,0,1,1
1992,0,3,60,50,50,60,1,1,0,1
1992,0,4,90,80,45,0,2,1,0,2
1992,0,2,70,70,70,60,1,1,1,1
1992,0,2,50,NA,NA,50,1,1,1,2
1992,1,2,70,85,85,85,1,1,0,3
1992,0,3,NA,NA,NA,NA,1,0,1,2
1992,0,2,60,97,85,85,1,1,1,1
1992,0,2,97,97,97,97,5,1,0,1
1992,1,3,75,95,95,95,1,1,0,3
1992,1,4,50,50,85,85,1,1,1,3
1992,1,2,50,60,60,60,1,1,1,1
1992,0,3,60,50,95,85,1,1,0,3
1992,1,3,NA,NA,NA,NA,1,0,1,1
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,0,3,75,75,75,70,2,0,0,1
1992,0,4,70,60,40,70,1,1,1,1
1992,1,4,NA,NA,NA,NA,1,0,1,2
1992,0,2,80,80,80,80,5,0,0,2
1992,0,3,NA,NA,NA,NA,1,0,0,1
1992,1,3,75,70,75,50,2,1,0,1
1992,1,4,70,70,70,70,5,0,0,3
1992,0,3,97,70,85,85,2,1,1,1
1992,1,4,50,50,50,60,1,1,1,1
1992,1,3,60,70,70,60,1,1,0,1
1992,1,2,NA,NA,NA,NA,5,0,0,1
1992,0,2,NA,NA,NA,NA,1,1,1,3
1992,0,2,50,50,50,60,1,1,1,3
1992,0,3,30,NA,50,50,1,1,1,1
1992,0,3,90,75,75,60,2,1,0,1
1992,1,3,70,97,70,70,1,1,0,1
1992,0,2,NA,NA,NA,NA,1,0,1,3
1992,1,3,50,50,50,70,1,1,1,1
1992,0,2,30,15,30,40,2,1,0,1
1992,0,2,97,97,97,97,2,0,0,2
1992,0,4,NA,NA,NA,NA,2,0,0,1
1992,0,4,97,70,50,15,2,1,1,2
1992,0,4,97,60,60,40,2,1,0,1
1992,1,4,50,50,50,50,1,1,0,3
1992,1,4,85,97,97,97,1,1,0,3
1992,1,4,NA,NA,NA,NA,1,0,0,1
1992,0,3,NA,NA,NA,NA,1,0,1,1
1992,0,2,NA,NA,NA,NA,2,1,1,1
1992,0,2,97,97,97,30,2,1,1,1
1992,1,2,70,85,85,85,1,1,1,3
1992,0,1,75,75,75,50,1,0,1,1
1992,1,2,50,50,50,0,1,0,0,3
1992,0,3,60,60,60,50,1,1,0,1
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,1,2,60,85,97,97,1,0,1,1
1992,0,4,50,50,50,50,1,1,1,3
1992,0,3,60,50,50,60,5,0,1,1
1992,0,2,70,70,60,85,1,1,1,1
1992,1,3,97,85,70,15,2,1,0,2
1992,1,4,NA,NA,NA,NA,1,1,1,1
1992,0,3,70,70,70,70,1,1,1,1
1992,1,2,50,50,50,60,1,0,1,1
1992,0,3,50,50,50,70,1,1,1,2
1992,1,2,85,85,85,85,1,1,0,3
1992,0,1,NA,NA,NA,NA,2,0,1,1
1992,0,2,50,NA,90,85,1,0,0,NA
1992,0,3,75,50,45,45,1,1,0,2
1992,0,3,85,85,97,85,5,1,0,3
1992,0,0,97,97,97,97,1,1,1,3
1992,1,1,0,97,97,85,1,0,0,1
1992,1,3,85,70,70,60,1,0,1,3
1992,1,2,50,50,50,30,1,1,1,1
1992,0,2,75,NA,25,15,4,1,1,1
1992,0,4,50,NA,NA,50,1,1,0,3
1992,1,1,70,85,85,50,2,1,1,1
1992,0,3,NA,NA,NA,NA,1,0,1,3
1992,0,3,97,85,85,85,2,1,0,1
1992,0,0,50,50,60,60,1,1,1,3
1992,1,2,NA,NA,NA,NA,1,0,0,3
1992,1,2,15,15,97,85,1,0,1,2
1992,1,2,50,50,50,50,1,0,1,3
1992,0,3,60,60,60,40,1,0,1,3
1992,0,2,50,50,50,50,1,0,1,1
1992,0,1,NA,NA,NA,NA,1,0,1,3
1992,0,4,50,50,50,60,1,1,0,3
1992,1,4,30,0,85,85,1,1,0,3
1992,1,3,70,70,70,40,5,0,1,1
1992,1,2,85,50,60,70,1,1,1,1
1992,0,2,50,65,65,70,1,1,1,1
1992,1,3,0,50,50,0,1,0,0,2
1992,1,2,50,15,97,85,1,1,1,1
1992,1,4,50,50,50,70,1,1,1,3
1992,0,2,40,10,40,70,5,1,1,1
1992,0,4,97,97,97,70,1,1,0,1
1992,0,3,70,97,70,70,5,1,1,1
1992,1,3,50,50,50,70,1,1,1,3
1992,1,1,70,70,70,70,2,1,0,1
1992,0,4,NA,NA,NA,NA,1,0,0,2
1992,0,3,NA,NA,NA,NA,1,0,0,3
1992,0,3,97,97,97,97,1,1,1,3
1992,1,2,80,80,80,97,5,0,0,1
1992,1,4,97,60,60,30,2,1,1,3
1992,0,4,50,50,50,85,1,1,1,3
1992,1,4,NA,NA,NA,80,1,1,0,3
1992,0,2,50,50,50,80,1,1,1,1
1992,1,2,NA,NA,NA,NA,1,0,1,3
1992,1,4,70,40,60,50,3,1,0,1
1992,0,3,60,60,60,50,1,1,1,1
1992,0,3,70,60,50,65,1,1,1,3
1992,0,2,60,60,70,85,1,1,0,3
1992,1,3,85,70,85,85,1,1,1,3
1992,0,3,NA,NA,NA,NA,5,0,1,3
1992,0,4,60,85,85,85,1,1,1,3
1992,1,2,70,50,50,80,1,1,0,2
1992,0,3,50,50,50,97,1,0,1,1
1992,1,0,NA,NA,NA,NA,9,0,NA,1
1992,1,0,50,50,30,70,5,0,1,1
1992,1,4,50,50,50,70,1,1,0,1
1992,0,3,NA,NA,NA,NA,2,0,1,3
1992,0,3,NA,NA,NA,NA,5,0,1,3
1992,0,4,50,60,50,40,1,1,1,1
1992,1,2,NA,NA,NA,NA,1,0,0,3
1992,1,2,70,70,70,85,1,1,1,3
1992,1,3,60,70,85,85,1,1,1,3
1992,0,3,NA,NA,NA,NA,2,0,1,1
1992,1,2,50,50,50,50,1,1,1,3
1992,0,4,75,75,75,75,1,1,0,1
1992,0,3,60,40,97,85,1,1,0,1
1992,0,3,70,85,70,60,1,1,1,1
1992,0,3,70,85,85,60,1,1,1,2
1992,1,4,50,50,50,60,1,1,0,1
1992,1,2,50,50,50,60,1,1,0,2
1992,1,4,97,50,50,80,2,1,1,2
1992,1,3,70,80,70,80,1,0,0,3
1992,1,2,50,85,97,0,1,0,1,1
1992,0,2,70,70,85,70,2,1,0,1
1992,0,2,70,70,70,85,1,1,1,3
1992,0,2,NA,NA,NA,NA,1,0,1,1
1992,1,4,50,97,85,50,1,1,1,3
1992,0,2,0,0,97,15,1,1,0,1
1992,0,2,50,50,85,15,1,0,0,1
1992,1,2,NA,NA,NA,NA,1,0,0,2
1992,0,3,50,50,50,60,1,1,1,3
1992,1,3,NA,NA,NA,NA,1,0,1,1
1992,1,2,85,85,85,85,2,1,1,3
1992,0,4,70,55,65,70,1,1,1,NA
1992,1,3,60,50,50,70,5,1,1,3
1992,0,4,50,50,97,50,1,0,1,3
1992,1,4,0,40,70,0,1,0,1,1
1992,1,4,NA,NA,NA,NA,1,0,1,3
1992,0,2,NA,NA,NA,NA,1,0,1,3
1992,0,2,70,70,70,60,1,1,1,1
1992,1,3,50,50,50,60,1,1,1,3
1992,0,4,NA,NA,NA,NA,1,0,0,1
1992,0,3,50,85,85,70,1,1,1,1
1992,1,3,97,97,97,97,5,1,1,1
1992,1,1,70,97,97,97,1,1,1,3
1992,0,2,85,85,85,85,1,1,0,1
1992,1,2,60,50,60,70,1,1,1,3
1992,0,4,60,97,97,97,1,1,0,1
1992,1,2,60,60,60,50,1,1,0,3
1992,0,2,97,97,97,97,2,1,0,3
1992,0,0,85,85,85,85,1,1,1,3
1992,0,2,97,97,85,97,1,1,1,1
1992,0,4,70,85,70,85,2,1,1,2
1992,0,4,97,85,85,70,2,1,1,1
1992,1,3,50,65,65,75,1,1,1,1
1992,1,2,50,50,50,50,1,1,1,3
1992,1,2,50,60,70,85,1,1,1,2
1992,1,4,50,50,50,60,1,1,0,1
1992,1,2,50,50,70,70,2,0,1,2
1992,0,2,70,50,97,97,2,1,0,1
1992,1,1,50,50,97,50,1,0,0,3
1992,0,2,85,97,85,97,1,1,1,3
1992,0,3,NA,NA,NA,85,1,1,1,3
1992,1,2,85,70,70,70,2,1,1,1
1992,0,2,70,85,97,70,1,1,1,3
1992,1,2,97,50,50,97,2,0,0,1
1992,1,2,85,85,85,97,2,0,0,1
1992,1,2,60,60,70,70,1,1,1,1
1992,1,2,60,70,70,70,1,1,1,1
1992,1,3,70,50,50,70,1,1,1,1
1992,0,0,70,60,60,85,1,0,1,1
1992,0,3,50,50,50,60,1,1,1,1
1992,0,4,50,90,90,90,1,1,1,3
1992,1,2,60,NA,97,85,1,1,1,3
1992,1,2,70,60,70,70,1,0,1,1
1992,0,2,97,50,97,50,2,1,0,1
1992,1,2,85,70,70,97,1,1,1,1
1992,1,3,70,97,97,85,1,1,1,2
1992,0,2,40,60,85,70,1,0,0,1
1992,1,1,97,60,60,70,2,1,0,1
1992,1,3,50,50,50,60,1,0,1,2
1992,1,2,97,NA,70,85,2,0,0,1
1992,1,3,60,85,97,97,1,1,1,1
1992,0,2,50,0,50,50,1,1,1,1
1992,0,3,50,50,50,15,1,1,1,2
1992,0,2,60,85,85,50,1,1,0,3
1992,0,3,60,50,60,70,1,1,1,1
1992,0,2,60,50,60,40,1,1,1,1
1992,1,1,97,97,90,97,2,1,1,1
1992,0,2,70,97,70,70,1,1,0,1
1992,1,2,50,90,97,97,1,0,1,1
1992,0,2,97,NA,97,80,1,1,0,1
1992,0,2,70,97,97,97,1,1,0,1
1992,1,4,50,50,50,85,1,1,1,3
1992,1,4,40,80,80,90,1,1,1,3
1992,0,4,NA,85,97,80,1,1,0,3
1992,0,3,70,70,70,60,1,1,1,3
1992,1,4,60,50,70,70,1,1,0,1
1992,0,4,85,50,50,97,1,1,1,1
1992,1,2,50,50,50,50,1,1,0,1
1992,0,2,85,40,70,15,2,0,0,3
1992,0,3,50,50,97,50,1,1,1,1
1992,1,3,50,40,70,70,1,1,1,1
1992,0,4,80,80,80,65,1,1,1,1
1992,1,4,85,85,60,60,1,1,1,1
1992,1,2,50,50,50,70,1,1,1,3
1992,1,4,40,70,75,75,1,1,1,3
1992,0,2,85,85,70,97,1,1,0,1
1992,0,2,85,85,85,60,1,0,1,1
1992,0,3,97,97,97,97,1,1,1,1
1992,0,2,97,97,85,40,2,0,0,1
1992,1,4,97,85,85,70,2,1,1,1
1992,0,2,50,50,60,60,1,1,1,1
1992,1,2,70,70,70,40,1,0,0,2
1992,1,2,60,70,97,85,1,0,1,1
1992,0,2,50,60,60,50,1,1,1,1
1992,1,3,50,50,50,85,1,1,0,1
1992,0,2,97,50,60,97,2,0,0,2
1992,1,4,97,97,85,40,1,1,0,1
1992,1,3,60,NA,NA,70,1,1,1,3
1992,0,2,97,97,97,85,1,1,1,1
1992,0,2,50,60,70,70,1,1,0,1
1992,0,2,85,70,70,85,1,1,1,1
1992,0,3,70,70,70,40,1,1,0,3
1992,1,3,50,50,50,30,1,1,1,1
1992,1,3,50,50,50,75,1,1,1,3
1992,1,4,50,50,50,50,1,1,0,3
1992,1,1,NA,NA,NA,NA,1,0,0,1
1992,0,0,50,50,50,85,1,0,0,1
1992,0,4,70,50,85,40,1,1,0,1
1992,0,1,50,70,97,97,1,0,1,1
1992,1,2,50,50,50,50,1,0,1,3
1992,0,2,70,50,70,85,5,0,0,2
1992,1,3,50,50,50,50,5,1,1,3
1992,0,3,70,70,70,75,1,1,1,2
1992,0,3,70,60,70,85,1,1,1,3
1992,0,2,NA,NA,NA,NA,1,1,NA,1
1992,1,3,70,70,70,50,1,0,1,1
1992,1,3,60,85,85,70,1,1,1,2
1992,0,2,50,50,60,60,1,1,0,1
1992,0,2,40,50,50,50,1,1,1,3
1992,0,1,60,60,60,70,1,1,1,3
1992,0,2,50,60,60,60,1,1,1,3
1992,0,4,97,97,97,97,1,1,1,2
1992,0,4,60,75,75,60,1,1,1,3
1992,1,2,50,70,97,70,1,1,1,1
1992,0,4,60,70,70,70,1,1,1,1
1992,0,2,50,50,50,70,1,1,1,3
1992,0,2,70,80,80,80,1,1,0,1
1992,0,2,50,60,85,97,1,1,1,1
1992,0,2,70,97,97,85,1,1,1,3
1992,1,1,97,97,97,97,1,1,1,1
1992,0,3,85,60,60,60,1,1,1,1
1992,1,2,60,60,60,70,1,0,0,2
1992,0,1,97,NA,85,85,2,0,0,1
1992,0,2,50,50,50,70,1,0,0,1
1992,0,2,97,NA,97,97,1,0,1,2
1992,1,4,80,75,75,85,1,1,1,3
1992,0,2,85,70,97,60,1,1,1,1
1992,0,2,NA,NA,NA,NA,1,0,1,2
1992,0,2,60,50,50,97,1,1,1,3
1992,1,2,50,97,97,97,1,1,0,3
1992,1,2,50,50,50,60,1,1,0,2
1992,1,3,97,97,97,97,1,1,1,3
1992,1,2,80,70,70,70,1,1,1,3
1992,1,3,50,50,97,70,1,0,0,3
1992,0,2,50,50,60,85,5,0,0,3
1992,1,3,40,97,97,97,1,1,1,3
1992,0,2,50,50,50,50,1,1,1,1
1992,0,2,60,60,97,50,1,1,0,1
1992,1,3,0,60,97,30,1,1,1,1
1992,0,2,80,80,80,80,1,1,1,3
1992,0,3,60,50,60,50,1,1,0,1
1992,1,2,NA,NA,NA,NA,5,0,0,1
1992,0,2,50,50,50,50,1,0,0,2
1992,1,4,70,60,70,85,1,1,1,1
1992,1,2,60,40,60,60,1,1,0,1
1992,1,4,70,70,70,85,1,1,1,3
1992,0,3,60,50,85,50,1,0,1,1
1992,1,3,60,60,97,97,1,1,1,3
1992,0,3,85,85,97,85,1,1,1,1
1992,1,2,50,50,50,75,1,0,1,3
1992,0,0,60,30,85,0,1,1,1,1
1992,0,3,70,70,70,70,1,1,1,3
1992,0,2,50,50,50,60,1,1,1,1
1992,1,4,50,50,50,70,1,1,0,1
1992,1,4,60,60,70,70,1,1,0,2
1992,0,3,50,50,97,60,1,1,1,1
1992,0,2,85,85,85,85,1,1,0,3
1992,0,4,60,50,70,70,1,1,NA,3
1992,0,4,97,60,60,60,2,1,1,1
1992,0,2,75,75,75,75,2,1,1,1
1992,0,2,0,50,90,80,1,1,1,1
1992,1,2,70,70,70,97,1,1,1,2
1992,1,4,NA,NA,NA,NA,1,0,1,3
1992,1,2,85,85,85,97,1,1,1,3
1992,1,1,NA,NA,NA,NA,2,0,1,3
1992,1,4,97,70,70,85,1,1,1,2
1992,0,4,70,70,70,70,1,1,1,3
1992,1,2,50,50,50,50,1,0,0,3
1992,0,3,50,50,50,60,1,1,1,2
1992,1,2,15,85,85,85,1,1,1,3
1992,1,3,50,85,50,85,1,1,0,3
1992,0,2,97,97,97,97,2,0,0,1
1992,1,3,50,50,50,50,1,1,1,2
1992,0,3,NA,NA,97,70,1,1,1,1
1992,1,2,50,50,85,60,1,1,0,3
1992,0,2,70,70,70,85,1,1,1,1
1992,1,2,50,50,50,50,1,1,1,3
1992,0,2,NA,NA,NA,NA,1,0,1,2
1992,1,3,50,50,50,50,1,1,1,3
1992,1,3,85,85,70,70,1,1,1,1
1992,1,4,50,85,85,60,1,0,1,3
1992,0,3,85,50,50,85,1,1,1,3
1992,1,4,60,60,70,85,1,1,1,3
1992,1,2,60,70,60,70,1,1,NA,3
1992,1,3,40,50,50,60,1,1,1,3
1992,0,3,85,85,85,85,5,0,0,1
1992,0,2,97,70,70,70,2,0,0,1
1992,1,4,70,70,70,70,4,1,1,1
1992,1,4,50,50,50,60,1,1,0,1
1992,0,1,40,40,70,85,2,0,0,1
1992,0,4,NA,NA,NA,NA,5,0,NA,1
1992,0,2,97,40,30,50,2,1,1,1
1992,0,2,50,60,70,70,1,0,1,1
1992,0,2,50,40,40,30,2,1,1,1
1992,1,2,50,50,50,40,1,1,1,3
1992,0,4,40,97,97,70,1,1,0,3
1992,0,2,97,85,97,97,2,1,1,1
1992,0,2,85,60,70,60,2,0,0,3
1992,1,2,60,50,97,85,1,0,1,3
1992,1,2,50,50,97,50,1,0,1,1
1992,0,1,30,30,60,70,4,0,0,3
1992,1,3,50,50,50,70,4,1,1,3
1992,0,1,70,50,50,70,1,1,1,1
