republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
83,95,Female,Hispanic,Republican,"100,000 or more",4-year College Degree,39,Christian
37,71,Male,White/Caucasian,Independent,"30,000 - 39,999",High School / GED,26,Buddhist
73,100,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,28,Christian
100,52,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,23,Christian
30,77,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,51,Christian
43,47,Female,Other,Independent,"Less than 30,000",High School / GED,23,Other
88,19,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,76,Christian
70,14,Female,Hispanic,Independent,"Less than 30,000",2-year College Degree,36,Christian
34,58,Female,White/Caucasian,Independent,"90,000 - 99,999",Masters Degree,50,Christian
53,91,Male,White/Caucasian,Democrat,"90,000 - 99,999",Masters Degree,78,Christian
52,52,Female,White/Caucasian,Independent,"80,000 - 89,999",4-year College Degree,39,Athiest
63,92,Female,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,71,Christian
35,60,Female,Asian,Democrat,"30,000 - 39,999",Some College,21,Christian
47,44,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,54,Christian
10,79,Female,Other,Democrat,"30,000 - 39,999",2-year College Degree,44,Christian
95,86,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,58,Christian
0,80,Female,Hispanic,Democrat,"40,000 - 49,999",2-year College Degree,32,Other
51,17,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,81,Christian
82,20,Male,White/Caucasian,Republican,"Less than 30,000",Some College,50,Christian
8,96,Male,Hispanic,Democrat,"100,000 or more",4-year College Degree,25,Christian
52,89,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
21,92,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
62,64,Male,White/Caucasian,Democrat,"100,000 or more",High School / GED,47,Other
40,83,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,48,Other
18,31,Female,African American,Independent,"Less than 30,000",High School / GED,26,Christian
68,67,Male,White/Caucasian,Independent,"Less than 30,000",Less than High School,30,Christian
43,42,Female,White/Caucasian,Independent,"Less than 30,000",Some College,26,Christian
52,51,Female,White/Caucasian,Other,"30,000 - 39,999",4-year College Degree,23,Christian
85,66,Male,White/Caucasian,Independent,"Less than 30,000",Less than High School,18,Christian
71,0,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,33,Other
28,72,Male,White/Caucasian,Democrat,"80,000 - 89,999",4-year College Degree,69,Christian
53,73,Female,Asian,Democrat,"30,000 - 39,999",Some College,21,Buddhist
29,76,Female,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,85,Christian
10,100,Male,Other,Democrat,"Less than 30,000",Less than High School,52,Christian
11,85,Female,White/Caucasian,Democrat,"100,000 or more",Masters Degree,61,Christian
51,23,Male,White/Caucasian,Independent,"Less than 30,000",Some College,53,Christian
80,21,Male,White/Caucasian,Independent,"100,000 or more",Some College,37,Christian
12,77,Female,African American,Democrat,"60,000 - 69,999",Some College,67,Christian
8,91,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,72,Jewish
1,98,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,49,Other
67,76,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,60,Jewish
29,30,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,64,Christian
33,71,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,39,Athiest
51,51,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,79,Other
51,82,Female,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,80,Other
90,1,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,85,Christian
57,0,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,54,Christian
71,27,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,50,Other
67,0,Male,White/Caucasian,Independent,"Less than 30,000",Some College,61,Christian
74,44,Male,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,35,Christian
1,100,Male,African American,Democrat,"Less than 30,000",Some College,51,Christian
100,22,Female,White/Caucasian,Republican,"100,000 or more","Professional Degree (JD, MD)",28,Athiest
44,1,Male,White/Caucasian,Independent,"Less than 30,000",Some College,59,Christian
100,100,Male,White/Caucasian,Republican,"Less than 30,000",Less than High School,20,Christian
11,51,Male,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,78,Christian
76,44,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,33,Christian
30,45,Female,African American,Other,"30,000 - 39,999",2-year College Degree,32,Other
0,29,Male,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,37,Christian
17,84,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,60,Christian
1,100,Female,Other,Democrat,"30,000 - 39,999",Masters Degree,30,Other
74,38,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,51,Christian
13,96,Female,Hispanic,Democrat,"50,000 - 59,999",2-year College Degree,52,Christian
51,50,Female,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,27,Athiest
50,75,Female,African American,Democrat,"Less than 30,000",Some College,41,Christian
23,71,Female,Hispanic,Independent,"Less than 30,000",High School / GED,35,Christian
74,81,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,39,Athiest
77,24,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,50,Athiest
66,52,Female,Hispanic,Democrat,"80,000 - 89,999",Masters Degree,35,Christian
89,88,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,49,Christian
60,38,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,60,Christian
25,70,Female,White/Caucasian,Other,"100,000 or more",Masters Degree,27,Other
100,100,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,36,Christian
24,81,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,63,Christian
66,29,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,67,Christian
93,23,Female,African American,Republican,"30,000 - 39,999",High School / GED,25,Christian
93,22,Female,White/Caucasian,Other,"Less than 30,000",High School / GED,62,Christian
26,80,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,35,Christian
20,14,Male,Other,Other,"Less than 30,000",4-year College Degree,22,Muslim
89,10,Male,White/Caucasian,Republican,"100,000 or more",2-year College Degree,52,Christian
45,45,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,56,Christian
80,81,Female,Asian,Republican,"Less than 30,000",High School / GED,29,Christian
95,82,Female,White/Caucasian,Republican,"70,000 - 79,999",Masters Degree,36,Other
18,10,Male,White/Caucasian,Independent,"100,000 or more",Less than High School,18,Christian
71,67,Male,White/Caucasian,Democrat,"100,000 or more",Some College,27,Christian
93,8,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,26,Christian
100,0,Female,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,63,Christian
94,94,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,35,Christian
71,62,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,27,Muslim
80,82,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,66,Christian
68,72,Male,White/Caucasian,Democrat,"90,000 - 99,999","Professional Degree (JD, MD)",34,Jewish
71,0,Female,White/Caucasian,Republican,"80,000 - 89,999",2-year College Degree,66,Christian
21,82,Female,Hispanic,Democrat,"30,000 - 39,999",2-year College Degree,38,Christian
99,92,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,37,Christian
33,68,Female,Other,Independent,"100,000 or more",Masters Degree,31,Muslim
100,100,Female,Asian,Republican,"60,000 - 69,999",Some College,23,Other
74,0,Female,African American,Republican,"60,000 - 69,999",Some College,24,Christian
70,100,Female,White/Caucasian,Democrat,"30,000 - 39,999",Some College,44,Christian
52,51,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,89,Christian
0,90,Male,White/Caucasian,Democrat,"30,000 - 39,999",Masters Degree,49,Christian
0,13,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,29,Other
17,77,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,27,Other
64,30,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,24,Christian
0,100,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,75,Jewish
9,63,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,71,Other
34,56,Female,Other,Independent,"40,000 - 49,999",4-year College Degree,72,Other
32,17,Male,White/Caucasian,Republican,"100,000 or more",Some College,38,Christian
73,17,Female,White/Caucasian,Republican,"60,000 - 69,999",Some College,56,Christian
71,0,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,69,Christian
91,0,Female,White/Caucasian,Republican,"90,000 - 99,999",Masters Degree,46,Christian
0,100,Female,African American,Democrat,"Less than 30,000",High School / GED,20,Athiest
62,72,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,19,Christian
11,71,Female,Other,Independent,"Less than 30,000",Some College,21,Christian
38,84,Female,African American,Democrat,"50,000 - 59,999",Some College,31,Christian
17,73,Female,African American,Democrat,"Less than 30,000",2-year College Degree,49,Christian
68,66,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,64,Christian
80,20,Female,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,32,Christian
23,36,Female,Hispanic,Democrat,"100,000 or more",Some College,52,Christian
17,40,Female,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,71,Christian
71,69,Female,White/Caucasian,Independent,"60,000 - 69,999",Some College,56,Other
46,45,Female,White/Caucasian,Republican,"Less than 30,000",Some College,56,Christian
41,79,Female,African American,Democrat,"30,000 - 39,999",Some College,22,Other
51,52,Male,White/Caucasian,Democrat,"Less than 30,000","Professional Degree (JD, MD)",88,Other
10,96,Female,African American,Democrat,"30,000 - 39,999",2-year College Degree,52,Christian
8,100,Female,White/Caucasian,Democrat,"100,000 or more",Masters Degree,61,Christian
75,2,Male,White/Caucasian,Republican,"90,000 - 99,999",2-year College Degree,38,Christian
51,51,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,85,Christian
11,59,Female,Hispanic,Democrat,"80,000 - 89,999",Masters Degree,62,Christian
49,82,Male,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,40,Christian
40,56,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,78,Christian
63,60,Female,Hispanic,Republican,"30,000 - 39,999",High School / GED,25,Christian
84,75,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
87,82,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
78,26,Male,White/Caucasian,Independent,"50,000 - 59,999",2-year College Degree,76,Christian
40,6,Male,White/Caucasian,Independent,"40,000 - 49,999",2-year College Degree,39,Christian
79,10,Female,African American,Republican,"30,000 - 39,999",High School / GED,26,Christian
65,66,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,41,Other
85,22,Male,White/Caucasian,Republican,"Less than 30,000",Masters Degree,56,Christian
31,61,Female,Other,Independent,"Less than 30,000",Some College,25,Christian
41,50,Female,Hispanic,Independent,"100,000 or more",Masters Degree,40,Other
55,97,Female,Asian,Other,"30,000 - 39,999",4-year College Degree,62,Other
100,40,Female,Asian,Republican,"Less than 30,000",2-year College Degree,20,Christian
24,61,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,23,Athiest
54,52,Female,African American,Independent,"Less than 30,000",Some College,48,Other
23,98,Female,White/Caucasian,Democrat,"70,000 - 79,999",Some College,83,Jewish
50,52,Female,African American,Other,"40,000 - 49,999",Some College,51,Other
41,70,Female,White/Caucasian,Democrat,"100,000 or more",Masters Degree,48,Jewish
35,100,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,58,Christian
98,91,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,31,Christian
79,84,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,38,Athiest
94,93,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,42,Christian
100,30,Male,Hispanic,Republican,"100,000 or more",2-year College Degree,28,Christian
95,34,Male,White/Caucasian,Independent,"50,000 - 59,999",2-year College Degree,77,Christian
10,12,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,46,Athiest
87,23,Female,White/Caucasian,Republican,"60,000 - 69,999",2-year College Degree,60,Christian
77,60,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,82,Christian
73,100,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,42,Christian
1,100,Male,African American,Democrat,"Less than 30,000",Some College,54,Christian
3,81,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,42,Athiest
73,70,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,31,Christian
87,3,Female,White/Caucasian,Republican,"100,000 or more",Some College,62,Christian
97,74,Male,White/Caucasian,Independent,"50,000 - 59,999",Masters Degree,34,Muslim
0,28,Female,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,61,Christian
29,61,Female,African American,Democrat,"Less than 30,000",Some College,37,Christian
8,72,Female,White/Caucasian,Independent,"60,000 - 69,999",Masters Degree,62,Christian
20,53,Female,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,39,Christian
100,100,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,39,Christian
100,0,Female,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,37,Christian
80,83,Male,Asian,Republican,"70,000 - 79,999",4-year College Degree,35,Christian
73,0,Female,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,77,Christian
62,48,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,35,Christian
25,75,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,34,Christian
36,84,Female,Hispanic,Democrat,"60,000 - 69,999",Some College,25,Christian
52,54,Female,Asian,Independent,"60,000 - 69,999",Some College,30,Muslim
10,43,Male,Hispanic,Democrat,"Less than 30,000",4-year College Degree,22,Other
100,100,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,55,Christian
52,52,Female,African American,Independent,"50,000 - 59,999",Some College,28,Christian
7,86,Male,White/Caucasian,Democrat,"80,000 - 89,999",4-year College Degree,24,Athiest
0,100,Male,Hispanic,Democrat,"50,000 - 59,999",4-year College Degree,46,Christian
62,41,Female,Asian,Republican,"50,000 - 59,999",2-year College Degree,62,Christian
51,50,Female,White/Caucasian,Republican,"50,000 - 59,999",Masters Degree,69,Christian
50,51,Male,Other,Independent,"100,000 or more",High School / GED,20,Christian
31,31,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,51,Christian
52,52,Male,White/Caucasian,Other,"40,000 - 49,999","Professional Degree (JD, MD)",47,Jewish
0,92,Female,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,56,Christian
89,0,Male,Other,Republican,"40,000 - 49,999",2-year College Degree,32,Christian
83,31,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,78,Jewish
1,51,Female,African American,Independent,"50,000 - 59,999",High School / GED,19,Buddhist
81,0,Female,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,63,Christian
31,72,Female,Pacific Islander,Democrat,"Less than 30,000",High School / GED,30,Other
0,98,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,30,Athiest
38,36,Male,White/Caucasian,Other,"100,000 or more",Masters Degree,34,Christian
55,56,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,89,Athiest
100,1,Female,Asian,Republican,"50,000 - 59,999",2-year College Degree,29,Christian
1,44,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,47,Other
5,73,Male,Hispanic,Democrat,"Less than 30,000",High School / GED,22,Christian
61,63,Female,Asian,Democrat,"60,000 - 69,999",4-year College Degree,24,Christian
8,100,Female,Asian,Democrat,"40,000 - 49,999",Some College,19,Christian
23,18,Female,White/Caucasian,Republican,"Less than 30,000",Some College,65,Christian
46,80,Female,African American,Democrat,"Less than 30,000",High School / GED,18,Christian
100,25,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,19,Athiest
69,31,Male,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,49,Christian
51,38,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,75,Christian
25,24,Female,African American,Independent,"Less than 30,000",High School / GED,23,Christian
55,37,Male,Other,Independent,"70,000 - 79,999",4-year College Degree,42,Other
50,50,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,37,Christian
0,75,Female,African American,Independent,"50,000 - 59,999",Some College,46,Other
86,88,Male,White/Caucasian,Democrat,"100,000 or more",Some College,20,Christian
74,81,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,24,Christian
0,67,Female,African American,Democrat,"Less than 30,000",High School / GED,19,Other
27,28,Male,White/Caucasian,Independent,"60,000 - 69,999",Some College,74,Christian
20,100,Female,African American,Democrat,"40,000 - 49,999",4-year College Degree,63,Christian
37,77,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,47,Christian
24,18,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,38,Christian
67,56,Female,White/Caucasian,Republican,"50,000 - 59,999",2-year College Degree,32,Christian
3,84,Female,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,56,Christian
11,80,Male,White/Caucasian,Democrat,"90,000 - 99,999",Masters Degree,53,Christian
38,50,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,27,Other
74,51,Male,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,39,Christian
86,88,Female,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,29,Christian
59,71,Female,African American,Independent,"40,000 - 49,999",2-year College Degree,26,Athiest
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,24,Christian
75,22,Female,White/Caucasian,Republican,"50,000 - 59,999",2-year College Degree,56,Christian
15,85,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,85,Christian
23,90,Male,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,75,Other
0,85,Female,White/Caucasian,Democrat,"100,000 or more",Some College,58,Athiest
72,70,Female,African American,Republican,"Less than 30,000",Some College,53,Christian
71,35,Male,White/Caucasian,Independent,"70,000 - 79,999",2-year College Degree,36,Christian
48,77,Male,African American,Independent,"70,000 - 79,999",High School / GED,18,Christian
41,78,Female,Asian,Democrat,"40,000 - 49,999",4-year College Degree,34,Athiest
5,100,Female,African American,Democrat,"60,000 - 69,999",Some College,64,Jewish
51,52,Female,African American,Democrat,"30,000 - 39,999",Some College,25,Christian
100,100,Female,African American,Independent,"Less than 30,000",High School / GED,26,Christian
87,5,Male,White/Caucasian,Republican,"60,000 - 69,999",2-year College Degree,54,Christian
4,100,Female,African American,Democrat,"40,000 - 49,999",2-year College Degree,35,Christian
90,36,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,61,Christian
17,78,Female,African American,Democrat,"Less than 30,000",Some College,30,Christian
78,0,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,55,Christian
29,27,Female,White/Caucasian,Independent,"70,000 - 79,999",4-year College Degree,62,Christian
59,34,Female,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,45,Christian
1,70,Female,African American,Democrat,"Less than 30,000",High School / GED,35,Other
48,54,Female,African American,Democrat,"Less than 30,000",2-year College Degree,33,Other
100,0,Female,Hispanic,Republican,"100,000 or more",Some College,40,Christian
39,67,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,54,Christian
79,37,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,54,Other
0,49,Female,African American,Democrat,"Less than 30,000",High School / GED,29,Christian
81,1,Female,White/Caucasian,Republican,"80,000 - 89,999",4-year College Degree,38,Christian
22,47,Female,African American,Independent,"40,000 - 49,999",4-year College Degree,44,Christian
51,64,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,44,Other
51,51,Male,White/Caucasian,Democrat,"60,000 - 69,999",Some College,73,Christian
33,51,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,94,Christian
100,100,Male,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,30,Christian
0,0,Female,African American,Independent,"80,000 - 89,999","Professional Degree (JD, MD)",23,Other
11,88,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,43,Christian
1,97,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,75,Christian
86,87,Female,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,85,Christian
51,27,Male,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,45,Christian
41,60,Male,White/Caucasian,Republican,"Less than 30,000",Some College,46,Christian
15,100,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,23,Christian
38,78,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,52,Athiest
26,100,Female,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,57,Other
16,72,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,62,Athiest
43,52,Female,African American,Democrat,"Less than 30,000",2-year College Degree,30,Christian
51,64,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,28,Other
100,100,Male,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,49,Athiest
41,71,Male,African American,Democrat,"Less than 30,000",4-year College Degree,22,Other
100,75,Female,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,55,Christian
51,12,Female,White/Caucasian,Independent,"30,000 - 39,999",Masters Degree,63,Christian
86,78,Female,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,23,Christian
73,31,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,77,Christian
52,32,Male,Asian,Republican,"70,000 - 79,999",Masters Degree,51,Christian
100,22,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,70,Christian
6,97,Female,White/Caucasian,Democrat,"80,000 - 89,999",Masters Degree,57,Jewish
77,59,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,40,Muslim
42,66,Male,White/Caucasian,Republican,"100,000 or more",High School / GED,40,Christian
66,78,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,40,Muslim
44,85,Male,White/Caucasian,Independent,"Less than 30,000",Some College,65,Christian
71,5,Female,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,73,Christian
11,89,Female,African American,Democrat,"40,000 - 49,999",High School / GED,28,Christian
60,54,Male,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,40,Christian
38,7,Male,White/Caucasian,Other,"Less than 30,000",4-year College Degree,53,Christian
2,67,Female,Hispanic,Democrat,"Less than 30,000",Some College,19,Other
51,87,Male,Asian,Democrat,"100,000 or more",4-year College Degree,52,Christian
41,100,Female,Hispanic,Democrat,"30,000 - 39,999",Some College,22,Other
44,68,Female,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,58,Christian
95,96,Male,Hispanic,Democrat,"90,000 - 99,999",Masters Degree,36,Christian
18,76,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,65,Christian
90,14,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,68,Christian
37,100,Female,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,58,Christian
32,30,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,48,Athiest
100,0,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,52,Christian
14,55,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,57,Christian
97,11,Female,White/Caucasian,Republican,"40,000 - 49,999",High School / GED,61,Christian
22,82,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,71,Athiest
78,77,Female,White/Caucasian,Republican,"100,000 or more",Some College,59,Christian
72,42,Male,White/Caucasian,Republican,"50,000 - 59,999",Some College,37,Christian
17,82,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,60,Christian
100,0,Female,White/Caucasian,Independent,"Less than 30,000",Some College,77,Christian
75,37,Female,White/Caucasian,Republican,"Less than 30,000",Some College,61,Christian
34,0,Female,Hispanic,Other,"100,000 or more",4-year College Degree,24,Christian
69,50,Female,White/Caucasian,Independent,"100,000 or more",High School / GED,56,Christian
16,10,Male,Hispanic,Independent,"50,000 - 59,999",Some College,26,Christian
0,100,Female,Native American,Democrat,"50,000 - 59,999",Some College,49,Other
51,61,Female,White/Caucasian,Republican,"Less than 30,000",Some College,55,Christian
100,1,Male,Other,Republican,"30,000 - 39,999",Some College,36,Other
0,21,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,78,Other
70,51,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,77,Christian
53,53,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,23,Christian
2,100,Male,Hispanic,Democrat,"90,000 - 99,999",Masters Degree,37,Christian
41,78,Male,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,49,Christian
88,30,Male,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,79,Christian
43,58,Male,Hispanic,Republican,"50,000 - 59,999",4-year College Degree,67,Christian
0,88,Female,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,26,Other
55,55,Female,White/Caucasian,Republican,"Less than 30,000",Some College,66,Christian
47,45,Female,Asian,Republican,"Less than 30,000",High School / GED,25,Christian
29,26,Male,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,46,Christian
24,57,Female,White/Caucasian,Democrat,"40,000 - 49,999",4-year College Degree,82,Christian
77,91,Female,Other,Democrat,"30,000 - 39,999",Some College,37,Muslim
63,74,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,46,Christian
50,51,Female,Hispanic,Democrat,"Less than 30,000",4-year College Degree,24,Christian
85,73,Female,White/Caucasian,Republican,"40,000 - 49,999",2-year College Degree,64,Christian
79,75,Female,Hispanic,Democrat,"100,000 or more",4-year College Degree,38,Christian
58,18,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,38,Christian
66,63,Female,African American,Democrat,"Less than 30,000",High School / GED,31,Christian
4,3,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,46,Christian
13,77,Female,Other,Democrat,"30,000 - 39,999",2-year College Degree,54,Christian
45,58,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,33,Christian
19,45,Male,White/Caucasian,Democrat,"50,000 - 59,999",Some College,70,Christian
81,26,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,49,Christian
100,100,Female,Hispanic,Other,"30,000 - 39,999","Professional Degree (JD, MD)",26,Other
11,84,Female,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,62,Athiest
71,9,Male,Hispanic,Republican,"50,000 - 59,999",4-year College Degree,39,Jewish
64,11,Female,White/Caucasian,Republican,"100,000 or more","Professional Degree (JD, MD)",61,Christian
61,61,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,54,Christian
65,89,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,55,Christian
51,85,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,53,Other
61,82,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,70,Christian
0,87,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,53,Athiest
0,69,Female,Asian,Independent,"30,000 - 39,999",Masters Degree,29,Buddhist
0,88,Male,White/Caucasian,Democrat,"100,000 or more",Doctoral Degree,80,Other
93,100,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,39,Christian
91,0,Female,White/Caucasian,Independent,"100,000 or more",Masters Degree,88,Christian
63,19,Female,White/Caucasian,Republican,"60,000 - 69,999",Some College,77,Christian
79,72,Female,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,22,Other
